,date,neg,pos,total
8030,1886-04-17,487,844,34149
8031,1886-04-18,496,832,33401
8032,1886-04-19,461,842,33344
8033,1886-04-20,563,945,34107
8034,1886-04-21,550,796,34510
8035,1886-04-22,479,827,36425
8036,1886-04-23,491,843,33981
8037,1886-04-24,486,957,34003
8038,1886-04-25,552,976,33944
8039,1886-04-26,558,1042,34018
8040,1886-04-27,38,82,2502
8041,1886-04-28,607,1060,34709
8042,1886-04-29,520,916,34975
8043,1886-04-30,470,956,34730
8044,1886-05-01,455,853,32324
8045,1886-05-02,499,801,31220
8046,1886-05-03,487,1034,32855
8047,1886-05-04,481,934,33565
8048,1886-05-05,472,942,35150
8049,1886-05-06,455,919,34338
8050,1886-05-07,437,877,34326
8051,1886-05-08,557,907,34035
8052,1886-05-09,507,958,35872
8053,1886-05-10,515,1042,33534
8054,1886-05-11,512,1074,34894
8055,1886-05-12,497,972,34630
8056,1886-05-13,447,960,34952
8057,1886-05-14,588,879,34216
8058,1886-05-15,477,908,33097
8059,1886-05-16,505,968,34224
8060,1886-05-17,428,900,31776
8061,1886-05-18,485,1019,33802
8062,1886-05-19,418,908,34747
8063,1886-05-20,523,887,34510
8064,1886-05-21,485,926,35692
8065,1886-05-22,550,974,33762
8066,1886-05-23,520,1012,34122
8067,1886-05-24,519,958,33959
8068,1886-05-25,569,974,33979
8069,1886-05-26,511,887,34756
8070,1886-05-27,465,910,34348
8071,1886-05-28,505,910,34122
8072,1886-05-29,532,882,34878
8073,1886-05-30,477,985,35364
8074,1886-05-31,467,1004,34556
8075,1886-06-01,577,1016,35673
8076,1886-06-02,555,896,34712
8077,1886-06-03,510,985,35669
8078,1886-06-04,664,990,33742
8079,1886-06-05,484,837,31769
8080,1886-06-06,460,900,32285
8081,1886-06-07,502,911,33924
8082,1886-06-08,548,954,34711
8083,1886-06-09,499,930,35526
8084,1886-06-10,502,893,35459
8085,1886-06-11,570,903,35776
8086,1886-06-12,560,942,35063
8087,1886-06-13,480,947,36405
8088,1886-06-14,517,970,33718
8089,1886-06-15,563,1106,33808
8090,1886-06-16,561,937,35592
8091,1886-06-17,579,797,34443
8092,1886-06-18,522,822,35683
8093,1886-06-19,565,855,35450
8094,1886-06-20,488,899,34506
8095,1886-06-21,551,1039,34418
8096,1886-06-22,454,885,31823
8097,1886-06-23,474,941,35108
8098,1886-06-24,443,942,35715
8099,1886-06-25,434,910,34823
8100,1886-06-26,467,904,34796
8101,1886-06-27,551,875,36393
8102,1886-06-28,554,1045,35357
8103,1886-06-29,477,945,33412
8104,1886-06-30,497,931,35241
8105,1886-07-01,512,834,35384
8106,1886-07-02,482,875,34928
8107,1886-07-03,524,787,34631
8108,1886-07-04,526,924,34740
8109,1886-07-05,515,978,35241
8110,1886-07-06,436,882,33411
8111,1886-07-07,457,919,35334
8112,1886-07-08,547,930,34864
8113,1886-07-09,531,1054,35011
8114,1886-07-10,452,927,34136
8115,1886-07-11,469,913,33059
8116,1886-07-12,400,953,33951
8117,1886-07-13,491,1033,34691
8118,1886-07-14,588,863,34399
8119,1886-07-15,568,952,36162
8120,1886-07-17,487,958,35285
8121,1886-07-18,469,911,33683
8122,1886-07-19,516,1002,33252
8123,1886-07-20,478,980,33429
8124,1886-07-21,531,934,33953
8125,1886-07-22,507,988,34029
8126,1886-07-23,536,1058,35021
8127,1886-07-24,587,1081,35010
8128,1886-07-25,452,939,33570
8129,1886-07-26,582,996,33100
8130,1886-07-27,590,1091,33808
8131,1886-07-28,498,925,34114
8132,1886-07-29,638,982,34580
8133,1886-07-30,512,1030,35716
8134,1886-07-31,532,1006,34139
8135,1886-08-01,434,961,33957
8136,1886-08-02,389,955,31980
8137,1886-08-03,452,542,29622
8138,1886-08-04,481,947,33613
8139,1886-08-05,479,953,33364
8140,1886-08-06,516,996,35112
8141,1886-08-07,486,1005,35655
8142,1886-08-08,487,950,33501
8143,1886-08-09,446,1012,33054
8144,1886-08-10,617,941,32869
8145,1886-08-11,517,941,32638
8146,1886-08-12,564,976,34323
8147,1886-08-13,617,955,35021
8148,1886-08-14,473,967,33750
8149,1886-08-15,530,975,33660
8150,1886-08-16,427,1057,33058
8151,1886-08-17,586,987,34002
8152,1886-08-18,418,838,32600
8153,1886-08-19,589,1084,34987
8154,1886-08-20,516,1044,34436
8155,1886-08-21,565,917,34367
8156,1886-08-22,594,921,33466
8157,1886-08-23,508,1026,32831
8158,1886-08-24,514,1081,34195
8159,1886-08-25,536,1070,33951
8160,1886-08-26,511,952,34094
8161,1886-08-27,514,963,34356
8162,1886-08-28,477,956,34339
8163,1886-08-29,480,984,33922
8164,1886-08-30,493,996,33164
8165,1886-08-31,488,964,34270
8166,1886-09-01,475,1052,35367
8167,1886-09-02,448,1096,34131
8168,1886-09-03,571,967,34472
8169,1886-09-04,545,961,34034
8170,1886-09-05,532,1054,35736
8171,1886-09-06,578,1084,33780
8172,1886-09-07,547,1026,34029
8173,1886-09-08,626,1029,35535
8174,1886-09-09,497,874,35526
8175,1886-09-10,505,906,33950
8176,1886-09-11,466,1044,35349
8177,1886-09-12,449,932,34037
8178,1886-09-13,466,1026,33661
8179,1886-09-14,483,820,32839
8180,1886-09-15,473,979,32935
8181,1886-09-16,470,919,33903
8182,1886-09-17,542,963,34350
8183,1886-09-18,469,923,33961
8184,1886-09-19,476,860,31997
8185,1886-09-20,422,1009,33157
8186,1886-09-21,511,931,34158
8187,1886-09-22,499,842,34817
8188,1886-09-23,532,898,34509
8189,1886-09-24,464,878,34459
8190,1886-09-25,564,981,34647
8191,1886-09-26,527,918,33674
8192,1886-09-27,504,946,33204
8193,1886-09-28,495,1041,34341
8194,1886-09-29,534,917,34264
8195,1886-09-30,548,941,33377
8196,1886-10-01,493,879,34640
8197,1886-10-02,473,884,32644
8198,1886-10-03,430,897,32188
8199,1886-10-04,497,935,33631
8200,1886-10-05,521,1007,34220
8201,1886-10-06,587,962,34646
8202,1886-10-07,590,978,33820
8203,1886-10-08,540,894,33741
8204,1886-10-09,575,828,31876
8205,1886-10-10,508,1016,33170
8206,1886-10-11,473,928,32512
8207,1886-10-12,520,839,33424
8208,1886-10-13,632,890,36135
8209,1886-10-14,536,839,34845
8210,1886-10-15,512,864,34543
8211,1886-10-16,606,924,34550
8212,1886-10-17,475,936,34768
8213,1886-10-18,587,972,34148
8214,1886-10-19,496,970,34123
8215,1886-10-20,545,834,34591
8216,1886-10-21,508,972,34850
8217,1886-10-22,540,984,34490
8218,1886-10-23,545,881,34254
8219,1886-10-24,495,818,31568
8220,1886-10-25,540,999,33819
8221,1886-10-26,496,913,33614
8222,1886-10-27,513,945,35352
8223,1886-10-28,535,906,34461
8224,1886-10-29,526,815,34330
8225,1886-10-30,526,862,33457
8226,1886-10-31,533,935,33894
8227,1886-11-01,537,997,34275
8228,1886-11-02,601,919,33363
8229,1886-11-03,548,935,34677
8230,1886-11-04,513,793,31902
8231,1886-11-05,553,909,35133
8232,1886-11-06,464,1039,34807
8233,1886-11-07,515,870,32822
8234,1886-11-08,544,1010,33279
8235,1886-11-09,551,970,34664
8236,1886-11-10,526,917,34346
8237,1886-11-11,509,945,34630
8238,1886-11-12,524,921,34941
8239,1886-11-13,571,891,35511
8240,1886-11-14,485,809,33719
8241,1886-11-15,479,1087,33835
8242,1886-11-16,529,1008,34318
8243,1886-11-17,526,923,34934
8244,1886-11-18,497,944,33996
8245,1886-11-19,483,819,34543
8246,1886-11-20,444,941,34804
8247,1886-11-21,510,872,34428
8248,1886-11-22,526,960,33335
8249,1886-11-23,528,850,35509
8250,1886-11-24,536,912,35620
8251,1886-11-25,525,918,34430
8252,1886-11-26,578,1106,36443
8253,1886-11-27,573,936,33608
8254,1886-11-28,383,853,32910
8255,1886-11-29,472,937,32958
8256,1886-11-30,514,976,34329
8257,1886-12-01,480,848,33217
8258,1886-12-02,542,864,33633
8259,1886-12-03,507,913,33200
8260,1886-12-04,440,740,34263
8261,1886-12-05,414,698,29703
8262,1886-12-06,509,957,33320
8263,1886-12-07,447,788,33250
8264,1886-12-08,528,998,33761
8265,1886-12-09,523,978,34850
8266,1886-12-10,518,851,33856
8267,1886-12-11,496,908,33344
8268,1886-12-12,390,801,32460
8269,1886-12-13,478,1062,32472
8270,1886-12-14,432,805,33242
8271,1886-12-15,534,857,34128
8272,1886-12-16,469,910,33203
8273,1886-12-17,433,780,31422
8274,1886-12-18,531,907,34137
8275,1886-12-19,433,769,30113
8276,1886-12-20,467,851,32535
8277,1886-12-21,457,905,34560
8278,1886-12-22,511,874,33891
8279,1886-12-23,413,807,30153
8280,1886-12-24,478,798,33317
8281,1886-12-25,440,831,33453
8282,1886-12-26,580,874,31137
8283,1886-12-27,518,1027,33319
8284,1886-12-28,523,998,32868
8285,1886-12-29,484,930,31719
8286,1886-12-30,606,886,32920
8287,1886-12-31,426,782,31143
8288,1887-01-01,473,858,33576
8289,1887-01-02,478,1058,32783
8290,1887-01-04,507,980,35025
8291,1887-01-05,498,961,34507
8292,1887-01-06,599,937,34439
8293,1887-01-07,486,846,34543
8294,1887-01-08,473,894,34067
8295,1887-01-09,460,881,34147
8296,1887-01-10,524,1065,32725
8297,1887-01-11,478,1024,33283
8298,1887-01-12,517,859,33946
8299,1887-01-13,642,875,33770
8300,1887-01-14,47,80,2810
8301,1887-01-15,543,841,34496
8302,1887-01-16,595,1063,35556
8303,1887-01-17,471,980,32900
8304,1887-01-18,496,935,34018
8305,1887-01-19,469,850,33596
8306,1887-01-20,643,893,33918
8307,1887-01-21,422,793,34404
8308,1887-01-22,476,936,34743
8309,1887-01-23,489,908,34203
8310,1887-01-24,482,1035,32745
8311,1887-01-25,595,940,32752
8312,1887-01-26,573,798,33516
8313,1887-01-27,512,1001,34412
8314,1887-01-28,503,924,33204
8315,1887-01-29,495,914,33938
8316,1887-01-30,471,965,32987
8317,1887-01-31,482,979,33723
8318,1887-02-01,503,922,35550
8319,1887-02-02,524,846,34912
8320,1887-02-03,511,899,34074
8321,1887-02-04,499,969,33587
8322,1887-02-05,478,829,30654
8323,1887-02-06,456,953,32669
8324,1887-02-07,579,1128,42530
8325,1887-02-08,528,1061,32671
8326,1887-02-09,546,963,33892
8327,1887-02-10,515,847,35131
8328,1887-02-11,472,832,32781
8329,1887-02-12,522,891,32976
8330,1887-02-13,555,935,32709
8331,1887-02-14,470,931,33509
8332,1887-02-15,502,985,33794
8333,1887-02-16,513,901,34840
8334,1887-02-17,450,950,32954
8335,1887-02-18,508,892,33345
8336,1887-02-19,571,949,35738
8337,1887-02-20,592,938,34047
8338,1887-02-21,492,992,33369
8339,1887-02-22,464,918,33788
8340,1887-02-23,539,813,33675
8341,1887-02-24,626,928,35060
8342,1887-02-25,634,800,34853
8343,1887-02-26,556,897,35029
8344,1887-02-27,503,790,30692
8345,1887-02-28,503,1033,34213
8346,1887-03-01,725,967,34546
8347,1887-03-02,539,918,34972
8348,1887-03-03,504,860,34248
8349,1887-03-04,507,918,33351
8350,1887-03-05,553,821,30907
8351,1887-03-06,506,803,32558
8352,1887-03-07,505,896,33049
8353,1887-03-08,517,897,33291
8354,1887-03-09,585,903,35512
8355,1887-03-10,526,871,33301
8356,1887-03-11,545,859,34902
8357,1887-03-12,552,898,33622
8358,1887-03-13,496,819,32087
8359,1887-03-14,474,943,32941
8360,1887-03-15,576,937,34861
8361,1887-03-16,463,863,34936
8362,1887-03-17,473,828,32481
8363,1887-03-18,493,907,35770
8364,1887-03-19,524,863,33241
8365,1887-03-20,498,871,35323
8366,1887-03-21,456,952,32915
8367,1887-03-22,453,955,34647
8368,1887-03-23,482,910,35740
8369,1887-03-24,482,930,34444
8370,1887-03-25,491,875,34326
8371,1887-03-26,467,915,36154
8372,1887-03-27,452,734,33160
8373,1887-03-28,488,964,33067
8374,1887-03-29,421,859,35041
8375,1887-03-30,471,882,35352
8376,1887-03-31,465,855,33582
8377,1887-04-01,543,907,34976
8378,1887-04-02,448,779,33655
8379,1887-04-03,429,808,31397
8380,1887-04-04,398,878,31412
8381,1887-04-05,439,836,32920
8382,1887-04-06,558,811,35046
8383,1887-04-07,463,825,35623
8384,1887-04-08,508,763,33676
8385,1887-04-09,495,922,36198
8386,1887-04-10,479,879,33541
8387,1887-04-11,471,936,32779
8388,1887-04-12,550,1002,33267
8389,1887-04-13,529,1103,35186
8390,1887-04-14,501,973,34718
8391,1887-04-15,457,938,34389
8392,1887-04-16,496,989,34794
8393,1887-04-17,489,914,34204
8394,1887-04-18,438,828,33007
8395,1887-04-19,426,846,35183
8396,1887-04-20,467,817,33869
8397,1887-04-21,494,881,33707
8398,1887-04-22,487,857,34078
8399,1887-04-23,479,887,34366
8400,1887-04-24,534,823,34566
8401,1887-04-25,510,915,33591
8402,1887-04-26,403,819,34633
8403,1887-04-27,541,951,34992
8404,1887-04-28,547,1024,45433
8405,1887-04-29,431,917,35092
8406,1887-04-30,456,903,34421
8407,1887-05-01,510,885,31544
8408,1887-05-02,531,1036,33955
8409,1887-05-03,493,1010,34927
8410,1887-05-04,511,870,32875
8411,1887-05-05,612,874,34359
8412,1887-05-06,451,818,34711
8413,1887-05-07,469,871,35368
8414,1887-05-08,472,879,33687
8415,1887-05-09,464,1068,33980
8416,1887-05-10,526,677,31144
8417,1887-05-11,413,925,34145
8418,1887-05-12,557,875,35066
8419,1887-05-13,468,912,34384
8420,1887-05-14,522,858,35001
8421,1887-05-15,474,972,34317
8422,1887-05-16,519,983,34721
8423,1887-05-17,464,779,32105
8424,1887-05-18,539,964,35908
8425,1887-05-19,562,891,36037
8426,1887-05-20,534,923,33123
8427,1887-05-21,562,970,34991
8428,1887-05-22,515,1085,34007
8429,1887-05-23,422,964,33818
8430,1887-05-24,513,859,33951
8431,1887-05-25,560,977,43547
8432,1887-05-26,509,974,34574
8433,1887-05-27,623,870,35068
8434,1887-05-28,524,817,34071
8435,1887-05-29,533,854,35368
8436,1887-05-30,428,925,33178
8437,1887-05-31,588,1105,33524
8438,1887-06-01,623,951,34815
8439,1887-06-02,491,793,33904
8440,1887-06-03,509,866,34440
8441,1887-06-04,468,870,34296
8442,1887-06-05,406,1026,32782
8443,1887-06-06,511,1020,35172
8444,1887-06-07,500,769,32305
8445,1887-06-08,491,813,35628
8446,1887-06-09,570,881,34867
8447,1887-06-10,481,918,33735
8448,1887-06-11,550,976,32830
8449,1887-06-12,519,979,35685
8450,1887-06-13,450,1041,33948
8451,1887-06-14,537,995,35105
8452,1887-06-15,542,919,35059
8453,1887-06-16,480,894,36314
8454,1887-06-17,418,940,35039
8455,1887-06-18,515,877,34943
8456,1887-06-19,507,951,35496
8457,1887-06-20,500,910,33970
8458,1887-06-21,551,985,34891
8459,1887-06-22,491,937,33561
8460,1887-06-23,484,881,35149
8461,1887-06-24,503,861,33551
8462,1887-06-25,563,837,34546
8463,1887-06-26,606,889,34763
8464,1887-06-27,489,1049,34390
8465,1887-06-28,542,1036,34249
8466,1887-06-29,512,926,36871
8467,1887-06-30,504,888,34266
8468,1887-07-01,501,849,33016
8469,1887-07-02,626,1039,34626
8470,1887-07-03,479,846,34549
8471,1887-07-04,455,942,33618
8472,1887-07-05,489,1001,35630
8473,1887-07-06,526,785,34779
8474,1887-07-07,574,943,35589
8475,1887-07-08,510,818,34432
8476,1887-07-09,516,914,34297
8477,1887-07-10,610,988,35645
8478,1887-07-11,514,1022,33927
8479,1887-07-12,583,1069,35285
8480,1887-07-13,480,914,36302
8481,1887-07-14,533,901,33883
8482,1887-07-15,528,925,32231
8483,1887-07-17,497,1001,35077
8484,1887-07-18,526,1073,33972
8485,1887-07-19,489,939,34084
8486,1887-07-20,507,884,35335
8487,1887-07-21,568,915,35712
8488,1887-07-22,531,945,36275
8489,1887-07-23,468,903,35300
8490,1887-07-24,578,839,33965
8491,1887-07-25,495,1065,33649
8492,1887-07-26,550,973,33073
8493,1887-07-27,513,983,36404
8494,1887-07-28,512,1026,34776
8495,1887-07-29,446,903,34108
8496,1887-07-30,569,984,35883
8497,1887-07-31,456,1084,35118
8498,1887-08-01,528,1081,33512
8499,1887-08-02,473,1067,36179
8500,1887-08-03,487,971,35432
8501,1887-08-04,605,934,35855
8502,1887-08-05,571,1125,34627
8503,1887-08-06,529,1081,35783
8504,1887-08-07,486,991,34428
8505,1887-08-08,497,1013,32277
8506,1887-08-09,539,1000,33673
8507,1887-08-10,575,930,35632
8508,1887-08-11,594,923,35531
8509,1887-08-12,588,900,34746
8510,1887-08-13,561,984,35060
8511,1887-08-14,606,914,33729
8512,1887-08-15,508,964,33943
8513,1887-08-16,666,1038,32744
8514,1887-08-17,615,979,34780
8515,1887-08-18,534,1010,35187
8516,1887-08-19,577,1002,35092
8517,1887-08-20,549,966,34976
8518,1887-08-21,612,1120,34933
8519,1887-08-22,558,923,33460
8520,1887-08-23,444,940,33993
8521,1887-08-24,470,947,35450
8522,1887-08-25,523,940,35544
8523,1887-08-26,497,980,35121
8524,1887-08-27,533,887,33418
8525,1887-08-28,618,973,34795
8526,1887-08-29,505,1022,33922
8527,1887-08-30,483,884,34927
8528,1887-08-31,487,849,35677
8529,1887-09-01,526,968,33613
8530,1887-09-02,455,846,33408
8531,1887-09-03,468,872,35415
8532,1887-09-04,519,937,34591
8533,1887-09-05,522,1022,33439
8534,1887-09-06,404,1070,35360
8535,1887-09-07,488,943,34071
8536,1887-09-08,462,863,35246
8537,1887-09-09,496,941,34974
8538,1887-09-10,447,876,35368
8539,1887-09-11,525,825,34973
8540,1887-09-12,522,995,33037
8541,1887-09-13,506,940,34975
8542,1887-09-14,546,984,35368
8543,1887-09-15,453,853,35312
8544,1887-09-16,581,866,34281
8545,1887-09-17,477,1000,35030
8546,1887-09-18,461,839,30989
8547,1887-09-19,446,1011,33332
8548,1887-09-20,503,894,34360
8549,1887-09-21,567,980,34944
8550,1887-09-22,512,914,34649
8551,1887-09-23,463,882,33956
8552,1887-09-24,465,886,35293
8553,1887-09-25,548,900,33726
8554,1887-09-26,504,1065,34915
8555,1887-09-27,473,1006,35898
8556,1887-09-28,500,811,34029
8557,1887-09-29,526,917,35138
8558,1887-09-30,558,928,34615
8559,1887-10-01,484,801,33372
8560,1887-10-02,445,819,31298
8561,1887-10-03,425,904,32627
8562,1887-10-04,503,899,33424
8563,1887-10-05,450,966,34078
8564,1887-10-06,516,926,35133
8565,1887-10-07,464,884,34870
8566,1887-10-08,529,930,34885
8567,1887-10-09,451,826,33733
8568,1887-10-10,489,986,33949
8569,1887-10-11,505,839,34344
8570,1887-10-12,500,970,35832
8571,1887-10-13,585,877,35067
8572,1887-10-14,537,926,34860
8573,1887-10-15,515,853,34732
8574,1887-10-16,534,868,34754
8575,1887-10-17,489,918,33538
8576,1887-10-18,542,1124,36048
8577,1887-10-19,535,845,34152
8578,1887-10-20,465,840,32883
8579,1887-10-21,513,817,34224
8580,1887-10-22,553,898,33812
8581,1887-10-23,504,786,31607
8582,1887-10-24,437,947,33465
8583,1887-10-25,448,848,34051
8584,1887-10-26,527,904,34871
8585,1887-10-27,497,888,34918
8586,1887-10-28,490,880,34638
8587,1887-10-29,583,936,34736
8588,1887-10-30,565,979,35232
8589,1887-10-31,578,906,33405
8590,1887-11-01,543,940,34592
8591,1887-11-02,686,964,33147
8592,1887-11-03,565,941,32894
8593,1887-11-04,529,949,33926
8594,1887-11-05,464,896,33217
8595,1887-11-06,449,968,32280
8596,1887-11-07,469,1001,33758
8597,1887-11-08,434,927,33778
8598,1887-11-09,443,956,37363
8599,1887-11-10,454,852,35944
8600,1887-11-11,499,916,35204
8601,1887-11-12,479,901,35141
8602,1887-11-13,519,927,34742
8603,1887-11-14,497,910,33785
8604,1887-11-15,556,908,35401
8605,1887-11-16,446,872,36408
8606,1887-11-17,435,778,36001
8607,1887-11-18,465,889,34793
8608,1887-11-19,466,820,34038
8609,1887-11-20,472,873,35201
8610,1887-11-21,460,959,33213
8611,1887-11-22,516,995,34989
8612,1887-11-23,555,876,36330
8613,1887-11-24,558,940,34053
8614,1887-11-25,511,1107,36271
8615,1887-11-26,534,848,34321
8616,1887-11-27,468,874,33160
8617,1887-11-28,501,916,33062
8618,1887-11-29,631,939,34029
8619,1887-11-30,531,825,33214
8620,1887-12-01,537,877,34544
8621,1887-12-02,614,857,34125
8622,1887-12-03,578,809,34299
8623,1887-12-04,468,718,31006
8624,1887-12-05,449,885,31171
8625,1887-12-06,407,914,33394
8626,1887-12-07,439,847,33915
8627,1887-12-08,525,891,34620
8628,1887-12-09,471,787,34554
8629,1887-12-10,506,934,35351
8630,1887-12-11,383,828,32323
8631,1887-12-12,543,995,32978
8632,1887-12-13,537,959,34169
8633,1887-12-14,444,905,34048
8634,1887-12-15,450,964,35152
8635,1887-12-16,465,911,34798
8636,1887-12-17,463,846,33744
8637,1887-12-18,307,653,17959
8638,1887-12-19,443,1027,31807
8639,1887-12-20,446,875,33518
8640,1887-12-21,463,832,33599
8641,1887-12-22,442,819,33271
8642,1887-12-23,411,820,33945
8643,1887-12-24,439,797,32843
8644,1887-12-25,438,857,31971
8645,1887-12-26,450,937,33157
8646,1887-12-27,544,878,34126
8647,1887-12-28,354,821,31480
8648,1887-12-29,445,763,32998
8649,1887-12-30,413,854,34026
8650,1887-12-31,388,825,33713
8651,1888-01-01,423,932,34514
8652,1888-01-02,239,419,17704
8653,1888-01-04,493,936,35366
8654,1888-01-05,520,833,33850
8655,1888-01-06,539,779,33812
8656,1888-01-07,504,855,34781
8657,1888-01-08,425,980,33981
8658,1888-01-09,487,933,33734
8659,1888-01-10,440,846,34649
8660,1888-01-11,423,970,35337
8661,1888-01-12,457,875,33586
8662,1888-01-13,497,971,35730
8663,1888-01-14,551,1094,36935
8664,1888-01-15,524,938,35546
8665,1888-01-16,445,912,33807
8666,1888-01-17,409,816,35967
8667,1888-01-18,442,890,35133
8668,1888-01-19,492,879,34273
8669,1888-01-20,483,847,35318
8670,1888-01-21,483,885,34400
8671,1888-01-22,442,944,36296
8672,1888-01-23,441,998,33135
8673,1888-01-24,587,956,35311
8674,1888-01-25,496,960,35283
8675,1888-01-26,600,982,36176
8676,1888-01-27,552,914,35168
8677,1888-01-28,530,1014,36218
8678,1888-01-29,470,888,33175
8679,1888-01-30,435,982,33932
8680,1888-01-31,479,905,35750
8681,1888-02-01,493,920,35943
8682,1888-02-02,536,976,36806
8683,1888-02-03,482,918,34236
8684,1888-02-04,532,855,35406
8685,1888-02-05,418,873,32340
8686,1888-02-06,519,965,33561
8687,1888-02-07,484,984,34965
8688,1888-02-08,533,1053,37221
8689,1888-02-09,525,926,37010
8690,1888-02-10,592,941,37111
8691,1888-02-11,446,865,35637
8692,1888-02-12,496,886,35109
8693,1888-02-13,503,1013,33927
8694,1888-02-14,452,923,35534
8695,1888-02-15,523,942,36754
8696,1888-02-16,595,1003,35771
8697,1888-02-17,540,960,37636
8698,1888-02-18,447,875,36218
8699,1888-02-19,436,766,34162
8700,1888-02-20,485,872,33869
8701,1888-02-21,472,860,35912
8702,1888-02-22,463,900,37376
8703,1888-02-23,501,891,35053
8704,1888-02-24,459,925,36448
8705,1888-02-25,530,998,36238
8706,1888-02-26,566,970,36109
8707,1888-02-27,497,917,33979
8708,1888-02-28,460,882,35376
8709,1888-02-29,483,988,36227
8710,1888-03-01,532,925,36166
8711,1888-03-02,480,988,36622
8712,1888-03-03,442,854,34112
8713,1888-03-04,409,799,31683
8714,1888-03-05,525,981,33507
8715,1888-03-06,577,949,34460
8716,1888-03-07,490,895,35259
8717,1888-03-08,489,864,35267
8718,1888-03-09,540,973,36644
8719,1888-03-10,572,914,35907
8720,1888-03-11,492,941,33093
8721,1888-03-12,415,972,33670
8722,1888-03-13,514,905,35390
8723,1888-03-14,521,939,37063
8724,1888-03-15,618,920,34858
8725,1888-03-16,607,869,36609
8726,1888-03-17,599,848,35966
8727,1888-03-18,460,636,30834
8728,1888-03-19,451,1015,34587
8729,1888-03-20,295,569,17344
8730,1888-03-21,494,894,34889
8731,1888-03-22,486,928,33621
8732,1888-03-23,537,858,34650
8733,1888-03-24,527,815,33667
8734,1888-03-25,485,894,31955
8735,1888-03-26,531,894,31195
8736,1888-03-27,466,941,34782
8737,1888-03-28,530,807,35136
8738,1888-03-29,526,904,34259
8739,1888-03-30,534,888,35561
8740,1888-03-31,510,863,35272
8741,1888-04-01,487,940,36087
8742,1888-04-02,492,952,33632
8743,1888-04-03,610,1045,32775
8744,1888-04-04,503,1058,35083
8745,1888-04-05,480,876,35908
8746,1888-04-06,464,878,33714
8747,1888-04-07,422,835,34768
8748,1888-04-08,408,842,32672
8749,1888-04-09,492,928,33412
8750,1888-04-10,482,889,36494
8751,1888-04-11,496,915,36183
8752,1888-04-12,481,965,36989
8753,1888-04-13,579,971,34313
8754,1888-04-14,442,898,35590
8755,1888-04-15,469,851,32894
8756,1888-04-16,483,1045,33505
8757,1888-04-17,558,957,35343
8758,1888-04-18,650,1001,35509
8759,1888-04-19,517,878,37381
8760,1888-04-20,486,941,35318
8761,1888-04-21,574,903,36219
8762,1888-04-22,560,899,35858
8763,1888-04-23,648,1084,34274
8764,1888-04-24,464,820,34452
8765,1888-04-25,568,845,36713
8766,1888-04-27,511,1008,36174
8767,1888-04-28,496,926,34404
8768,1888-04-29,459,959,33756
8769,1888-04-30,526,1021,34214
8770,1888-05-01,271,672,17268
8771,1888-05-02,516,971,35795
8772,1888-05-03,568,916,35674
8773,1888-05-04,483,899,35143
8774,1888-05-05,525,904,32231
8775,1888-05-06,434,879,34717
8776,1888-05-07,533,970,34655
8777,1888-05-08,517,860,34982
8778,1888-05-09,572,961,35324
8779,1888-05-10,460,867,35332
8780,1888-05-11,545,968,33639
8781,1888-05-12,584,993,35774
8782,1888-05-13,457,915,33135
8783,1888-05-15,532,1023,35552
8784,1888-05-16,435,867,35549
8785,1888-05-17,486,906,36663
8786,1888-05-18,436,943,36512
8787,1888-05-19,501,904,35994
8788,1888-05-20,409,933,34984
8789,1888-05-21,499,917,32490
8790,1888-05-22,565,975,33252
8791,1888-05-23,503,967,34982
8792,1888-05-24,453,791,34675
8793,1888-05-25,587,933,36309
8794,1888-05-26,450,825,34763
8795,1888-05-27,417,981,36296
8796,1888-05-28,500,1031,33906
8797,1888-05-29,476,974,34799
8798,1888-05-30,444,861,34671
8799,1888-05-31,481,911,36166
8800,1888-06-01,464,904,36777
8801,1888-06-02,499,975,34695
8802,1888-06-03,424,850,32166
8803,1888-06-04,502,932,32977
8804,1888-06-05,506,915,34692
8805,1888-06-06,531,1008,37247
8806,1888-06-07,534,903,35604
8807,1888-06-08,468,967,36577
8808,1888-06-09,501,989,35332
8809,1888-06-10,517,890,35316
8810,1888-06-11,523,1084,34067
8811,1888-06-12,451,1031,35344
8812,1888-06-13,522,963,36127
8813,1888-06-14,578,926,34383
8814,1888-06-15,481,879,35563
8815,1888-06-16,478,911,34499
8816,1888-06-17,526,1140,36092
8817,1888-06-18,480,1069,34538
8818,1888-06-19,419,883,35498
8819,1888-06-20,503,898,36407
8820,1888-06-21,532,923,35479
8821,1888-06-22,526,918,35305
8822,1888-06-23,473,793,34389
8823,1888-06-24,513,931,35121
8824,1888-06-25,519,1059,34204
8825,1888-06-26,446,777,32752
8826,1888-06-27,513,945,35588
8827,1888-06-28,529,933,34265
8828,1888-06-29,503,845,35322
8829,1888-06-30,531,938,35844
8830,1888-07-01,493,919,35637
8831,1888-07-02,482,914,35007
8832,1888-07-03,560,1028,35486
8833,1888-07-04,402,956,36347
8834,1888-07-05,508,967,34828
8835,1888-07-06,546,968,37269
8836,1888-07-07,531,935,36122
8837,1888-07-08,461,865,35810
8838,1888-07-09,417,993,34686
8839,1888-07-10,541,1004,36280
8840,1888-07-11,321,531,20490
8841,1888-07-12,490,921,37456
8842,1888-07-13,524,905,36910
8843,1888-07-14,656,1121,37053
8844,1888-07-15,530,1172,33862
