,date,neg,pos,total
2436,1913-09-25,533,826,31101
2437,1913-09-26,577,842,33764
2438,1913-09-27,488,775,30625
2439,1913-09-28,478,648,26645
2440,1913-09-29,570,870,33013
2441,1913-09-30,627,937,34210
2442,1913-10-01,625,840,32929
2443,1913-10-02,652,746,31228
2444,1913-10-03,655,777,32554
2445,1913-10-04,577,752,32428
2446,1913-10-05,589,634,27125
2447,1913-10-07,641,876,33036
2448,1913-10-08,636,932,34811
2449,1913-10-09,630,821,32229
2450,1913-10-10,657,841,33915
2451,1913-10-12,640,859,31987
2452,1913-10-13,602,833,31898
2453,1913-10-14,619,814,33857
2454,1913-10-15,700,813,33877
2455,1913-10-18,618,731,32693
2456,1913-10-19,541,750,29725
2457,1913-10-20,527,717,30803
2458,1913-10-22,606,854,33927
2459,1913-10-25,574,876,32244
2460,1913-10-26,574,691,30030
2461,1913-10-27,630,926,33023
2462,1913-10-29,576,806,34169
2463,1913-10-30,623,764,32512
2464,1913-11-01,613,746,32650
2465,1913-11-02,629,794,32765
2466,1913-11-03,689,839,33599
2467,1913-11-04,700,823,34288
2468,1913-11-05,626,836,34033
2469,1913-11-06,589,777,31685
2470,1913-11-07,598,868,32939
2471,1913-11-08,521,774,29851
2472,1913-11-12,584,846,32810
2473,1913-11-13,586,781,31057
2474,1913-11-14,587,822,32279
2475,1913-11-16,596,820,31760
2476,1913-11-17,615,871,33620
2477,1913-11-19,647,834,35091
2478,1913-11-20,549,801,32282
2479,1913-11-26,584,742,33409
2480,1913-11-27,532,759,30517
2481,1913-11-28,633,869,33299
2482,1913-11-29,590,856,33708
2483,1913-11-30,611,715,29348
2484,1913-12-01,666,802,30275
2485,1913-12-02,576,877,32901
2486,1913-12-03,611,833,31264
2487,1913-12-04,633,702,29685
2488,1913-12-05,610,702,31830
2489,1913-12-06,581,873,32737
2490,1913-12-07,417,633,26632
2491,1913-12-08,559,815,30943
2492,1913-12-10,607,819,33171
2493,1913-12-11,576,726,30809
2494,1913-12-12,657,940,35142
2495,1913-12-14,503,696,29601
2496,1913-12-15,582,809,31280
2497,1913-12-16,564,766,31655
2498,1913-12-17,525,814,32680
2499,1913-12-19,617,902,32393
2500,1913-12-22,637,784,32112
2501,1913-12-24,615,777,32052
2502,1913-12-25,539,763,28660
2503,1913-12-26,623,901,32255
2504,1913-12-27,547,819,31909
2505,1913-12-28,546,769,30795
2506,1914-01-03,582,808,31624
2507,1914-01-05,574,814,30473
2508,1914-01-06,638,694,31876
2509,1914-01-07,579,787,32066
2510,1914-01-08,599,748,31331
2511,1914-01-09,642,829,33931
2512,1914-01-10,608,659,31127
2513,1914-01-11,582,683,30355
2514,1914-01-12,581,731,29807
2515,1914-01-13,544,689,31574
2516,1914-01-14,569,706,31573
2517,1914-01-15,555,683,31445
2518,1914-01-16,575,809,33258
2519,1914-01-19,505,708,29430
2520,1914-02-02,541,682,28719
2521,1914-02-03,573,818,32983
2522,1914-02-06,546,749,31271
2523,1914-02-07,586,655,29076
2524,1914-02-08,620,682,30616
2525,1914-02-09,549,762,31093
2526,1914-02-10,619,794,33737
2527,1914-02-11,593,715,32767
2528,1914-02-12,493,624,29177
2529,1914-02-15,565,684,28394
2530,1914-02-16,554,749,34847
2531,1914-02-17,566,744,31812
2532,1914-02-18,602,762,31845
2533,1914-02-19,569,633,29942
2534,1914-02-20,631,775,33684
2535,1914-02-21,559,629,33489
2536,1914-02-23,559,703,30655
2537,1914-02-25,573,702,31735
2538,1914-02-26,558,681,28895
2539,1914-02-27,531,656,31114
2540,1914-02-28,507,688,30649
2541,1914-03-01,415,494,26280
2542,1914-03-02,537,722,31225
2543,1914-03-07,435,570,27044
2544,1914-03-08,442,645,30284
2545,1914-03-09,667,785,31624
2546,1914-03-10,616,785,32146
2547,1914-03-11,584,734,32038
2548,1914-03-13,527,813,33524
2549,1914-03-14,561,866,32712
2550,1914-03-15,527,757,31111
2551,1914-03-16,667,890,33232
2552,1914-03-18,520,714,30947
2553,1914-03-20,616,863,32862
2554,1914-03-21,540,801,34944
2555,1914-03-23,530,791,31641
2556,1914-03-24,566,803,35202
2557,1914-03-25,499,721,32947
2558,1914-03-27,536,853,34151
2559,1914-03-28,396,648,27178
2560,1914-03-29,500,670,28175
2561,1914-03-31,587,743,31388
2562,1914-04-01,443,667,29648
2563,1914-04-02,548,794,30506
2564,1914-04-03,644,1009,35203
2565,1914-04-04,651,793,33384
2566,1914-04-05,561,929,34114
2567,1914-04-06,557,771,31335
2568,1914-04-07,614,809,32689
2569,1914-04-08,581,768,31408
2570,1914-04-09,541,694,29799
2571,1914-04-11,581,837,31547
2572,1914-04-12,517,825,29394
2573,1914-04-13,476,843,30023
2574,1914-04-14,603,936,33414
2575,1914-04-15,518,738,31711
2576,1914-04-16,438,706,31710
2577,1914-04-17,539,795,32727
2578,1914-04-18,525,730,32287
2579,1914-04-21,584,850,33823
2580,1914-04-22,606,768,31380
2581,1914-04-23,487,605,27680
2582,1914-04-24,521,874,31014
2583,1914-04-25,436,698,31410
2584,1914-04-26,448,626,26073
2585,1914-04-28,620,687,32767
2586,1914-04-29,607,743,32602
2587,1914-04-30,517,768,30475
2588,1914-05-01,511,794,28667
2589,1914-05-02,435,703,28712
2590,1914-05-03,489,696,28584
2591,1914-05-04,571,861,31223
2592,1914-05-05,625,955,34343
2593,1914-05-06,592,737,30670
2594,1914-05-07,535,716,27082
2595,1914-05-08,562,808,32167
2596,1914-05-09,485,713,33255
2597,1914-05-10,576,703,27557
2598,1914-05-11,328,451,27750
2599,1914-05-12,585,780,28378
2600,1914-05-13,636,824,32100
2601,1914-05-14,596,823,29714
2602,1914-05-15,648,884,31902
2603,1914-05-16,641,851,31753
2604,1914-05-18,610,806,30476
2605,1914-05-19,605,828,33573
2606,1914-05-20,556,640,28619
2607,1914-05-21,536,711,27369
2608,1914-05-22,578,799,32357
2609,1914-05-23,525,887,29975
2610,1914-05-24,592,754,30703
2611,1914-05-25,586,798,29128
2612,1914-05-26,568,914,31591
2613,1914-05-27,668,917,33243
2614,1914-05-28,672,740,31451
2615,1914-05-29,597,818,34444
2616,1914-05-30,593,772,32718
2617,1914-06-01,559,824,31660
2618,1914-06-02,591,762,31586
2619,1914-06-03,618,827,33331
2620,1914-06-04,532,657,29764
2621,1914-06-05,592,864,32887
2622,1914-06-06,550,769,30391
2623,1914-06-07,564,728,30494
2624,1914-06-08,603,849,33761
2625,1914-06-09,602,794,33234
2626,1914-06-10,628,782,34740
2627,1914-06-11,576,697,28891
2628,1914-06-12,605,840,32277
2629,1914-06-13,628,915,33548
2630,1914-06-14,463,538,24615
2631,1914-06-15,543,750,30490
2632,1914-06-17,662,820,32391
2633,1914-06-18,597,746,31251
2634,1914-06-19,672,970,35782
2635,1914-06-20,532,786,31409
2636,1914-06-21,450,622,24766
2637,1914-06-22,643,780,30856
2638,1914-06-23,602,766,33602
2639,1914-06-24,519,757,32410
2640,1914-06-26,622,862,32527
2641,1914-06-27,585,746,31796
2642,1914-06-28,644,795,30722
2643,1914-06-29,604,886,32819
2644,1914-06-30,580,791,32757
2645,1914-07-03,652,809,33945
2646,1914-07-06,535,723,29385
2647,1914-07-09,527,758,31903
2648,1914-07-10,501,830,34864
2649,1914-07-12,548,776,30661
2650,1914-07-13,516,714,28086
2651,1914-07-14,590,913,34187
2652,1914-07-18,584,698,29829
2653,1914-07-19,535,753,30461
2654,1914-07-20,582,808,31778
2655,1914-07-21,667,870,34132
2656,1914-07-23,530,692,32716
2657,1914-07-28,676,805,32274
2658,1914-08-10,227,258,10855
2659,1914-08-11,181,280,10171
2660,1914-08-12,232,259,10007
2661,1914-08-13,257,244,11494
2662,1914-08-14,224,238,10900
2663,1914-08-15,188,275,10951
2664,1914-08-16,251,306,10399
2665,1914-08-17,240,270,10546
2666,1914-08-18,202,280,10718
2667,1914-08-19,212,269,11025
2668,1914-08-20,180,270,11217
2669,1914-08-22,257,322,10971
2670,1914-08-23,227,289,11360
2671,1914-08-24,221,292,11270
2672,1914-08-25,261,285,11452
2673,1914-08-26,198,299,11478
2674,1914-08-27,242,259,9819
2675,1914-08-28,228,305,10770
2676,1914-08-29,233,265,10657
2677,1914-08-30,256,295,11510
2678,1914-09-01,304,299,12083
2679,1914-09-02,212,290,11380
2680,1914-09-03,284,298,11597
2681,1914-09-04,206,243,11001
2682,1914-09-05,260,320,11592
2683,1914-09-06,217,254,10712
2684,1914-09-07,234,329,10377
2685,1914-09-08,229,321,11254
2686,1914-09-09,288,257,10780
2687,1914-09-10,233,258,10577
2688,1914-09-11,228,250,11699
2689,1914-09-12,237,273,10961
2690,1914-09-13,240,286,10212
2691,1914-09-14,300,287,10512
2692,1914-09-15,239,297,10556
2693,1914-09-16,285,238,10223
2694,1914-09-17,210,261,9441
2695,1914-09-18,227,243,10510
2696,1914-09-19,203,248,10556
2697,1914-09-20,281,295,11040
2698,1914-09-22,241,279,10645
2699,1914-09-23,186,290,11141
2700,1914-09-24,242,241,11014
2701,1914-09-25,248,226,11218
2702,1914-09-26,261,243,10581
2703,1914-09-28,271,210,10628
2704,1914-09-29,229,225,10090
2705,1914-10-02,243,272,11143
2706,1914-10-06,209,244,10806
2707,1914-10-07,220,299,10077
2708,1914-10-09,284,255,10294
2709,1914-10-10,236,227,10894
2710,1914-10-11,215,268,11496
2711,1914-10-12,315,260,11468
2712,1914-10-13,254,271,12404
2713,1914-10-14,229,266,11098
2714,1914-10-15,251,277,10732
2715,1914-10-16,259,270,11130
2716,1914-10-17,207,262,10221
2717,1914-10-18,195,274,10789
2718,1914-10-19,278,258,10854
2719,1914-10-20,278,231,11373
2720,1914-10-21,252,281,11413
2721,1914-10-22,265,320,11363
2722,1914-10-23,217,253,11103
2723,1914-10-24,273,271,11379
2724,1914-10-25,246,268,10573
2725,1914-10-26,235,261,11101
2726,1914-10-27,264,277,11173
2727,1914-10-28,275,260,10952
2728,1914-10-29,286,285,11120
2729,1914-10-30,261,294,11564
2730,1914-10-31,287,249,10769
2731,1914-11-01,259,205,11182
2732,1914-11-02,300,275,11211
2733,1914-11-03,275,282,10827
2734,1914-11-04,241,233,10486
2735,1914-11-05,266,278,10956
2736,1914-11-06,226,216,10243
2737,1914-11-07,254,220,10925
2738,1914-11-08,235,213,10682
2739,1914-11-09,267,272,10933
2740,1914-11-10,244,326,11056
2741,1914-11-11,269,268,11468
2742,1914-11-12,288,284,11514
2743,1914-11-13,225,255,10007
2744,1914-11-14,267,302,11022
2745,1914-11-15,263,266,11085
2746,1914-11-16,231,279,10263
2747,1914-11-17,254,247,10947
2748,1914-11-19,251,256,11400
2749,1914-11-20,201,273,10258
2750,1914-11-21,230,243,10994
2751,1914-11-22,232,257,10185
2752,1914-11-23,263,270,10903
2753,1914-11-25,298,278,10873
2754,1914-11-26,220,255,10303
2755,1914-11-27,257,196,9201
2756,1914-11-28,250,229,9694
2757,1914-11-29,256,271,10576
2758,1914-11-30,271,272,10806
2759,1914-12-01,259,282,10690
2760,1914-12-02,267,249,10108
2761,1914-12-03,196,210,9284
2762,1914-12-04,222,239,10612
2763,1914-12-05,216,228,10193
2764,1914-12-06,217,252,9651
2765,1914-12-07,260,263,10883
2766,1914-12-08,267,225,10673
2767,1914-12-09,266,268,9787
2768,1914-12-10,278,338,11357
2769,1914-12-11,303,265,11241
2770,1914-12-12,252,214,9835
2771,1914-12-13,244,220,10004
2772,1914-12-14,202,262,10307
2773,1914-12-15,242,232,10852
2774,1914-12-16,235,265,9903
2775,1914-12-17,182,218,9765
2776,1914-12-18,218,201,10132
2777,1914-12-19,226,265,11231
2778,1914-12-20,414,483,20339
2779,1914-12-21,467,701,21625
2780,1915-01-02,474,610,22597
2781,1915-01-04,540,582,21270
2782,1915-01-05,501,524,21857
2783,1915-01-06,440,514,21800
2784,1915-01-07,494,548,21236
2785,1915-01-08,555,526,22906
2786,1915-01-09,427,555,21867
2787,1915-01-10,446,550,21724
2788,1915-01-11,501,561,21484
2789,1915-01-12,429,534,22381
2790,1915-01-13,509,604,22780
2791,1915-01-14,495,594,21634
2792,1915-01-15,571,544,21485
2793,1915-01-16,544,582,22968
2794,1915-01-17,454,629,22368
2795,1915-01-18,530,538,22088
2796,1915-01-19,617,541,23510
2797,1915-01-21,519,516,22301
2798,1915-01-22,484,495,22210
2799,1915-01-23,461,635,22760
2800,1915-01-26,555,571,22594
2801,1915-01-27,456,544,21848
2802,1915-01-29,539,578,22249
2803,1915-01-31,530,563,23032
2804,1915-02-01,428,554,22704
2805,1915-02-02,435,570,22656
2806,1915-02-05,481,583,22521
2807,1915-02-06,441,537,20981
2808,1915-02-07,459,608,21771
2809,1915-02-08,460,602,21798
2810,1915-02-09,498,585,23332
2811,1915-02-10,611,530,23054
2812,1915-02-11,436,538,21242
2813,1915-02-12,433,528,21938
2814,1915-02-13,433,500,22128
2815,1915-02-15,454,533,22639
2816,1915-02-16,503,508,22720
2817,1915-02-17,472,570,23014
2818,1915-02-19,444,615,22581
2819,1915-02-21,513,576,21908
2820,1915-02-23,445,534,21578
2821,1915-02-25,481,519,21963
2822,1915-02-26,537,513,21949
2823,1915-02-27,442,575,21957
2824,1915-02-28,533,512,22094
2825,1915-03-01,488,586,22447
2826,1915-03-02,580,557,21867
2827,1915-03-04,437,509,21691
2828,1915-03-05,462,525,21356
2829,1915-03-06,503,552,21964
2830,1915-03-07,447,547,21653
2831,1915-03-08,493,654,21630
2832,1915-03-09,509,559,22129
2833,1915-03-10,475,561,22778
2834,1915-03-11,477,489,21644
2835,1915-03-12,579,569,21765
2836,1915-03-13,475,614,22104
2837,1915-03-14,371,512,20758
2838,1915-03-15,528,590,21278
2839,1915-03-16,572,622,22404
2840,1915-03-17,512,529,22287
2841,1915-03-18,456,555,22709
2842,1915-03-20,451,510,22005
2843,1915-03-21,489,553,21884
2844,1915-03-24,483,526,22399
2845,1915-03-26,505,562,22364
2846,1915-03-27,446,583,22779
2847,1915-03-28,404,547,21861
2848,1915-03-29,455,505,21788
2849,1915-04-01,467,470,21803
2850,1915-04-04,375,483,20550
2851,1915-04-05,524,638,22263
2852,1915-04-06,619,578,23006
2853,1915-04-07,464,581,23303
2854,1915-04-09,477,521,22086
2855,1915-04-10,402,621,21979
2856,1915-04-11,439,591,22221
2857,1915-04-12,439,532,21619
2858,1915-04-18,413,570,21741
2859,1915-04-21,493,586,22363
2860,1915-04-22,522,608,22093
2861,1915-04-25,450,568,21798
2862,1915-04-27,517,682,22118
2863,1915-04-28,487,604,21570
2864,1915-04-29,463,587,22177
2865,1915-04-30,528,597,23713
2866,1915-05-01,469,631,21397
2867,1915-05-02,469,580,21250
2868,1915-05-03,470,616,22649
2869,1915-05-04,569,641,21509
2870,1915-05-05,470,521,21748
2871,1915-05-06,570,557,22863
2872,1915-05-07,496,631,23270
2873,1915-05-08,399,603,22813
2874,1915-05-09,403,525,21248
2875,1915-05-10,535,601,22532
2876,1915-05-11,505,627,22910
2877,1915-05-12,446,552,22572
2878,1915-05-13,513,607,22362
2879,1915-05-14,576,727,22818
2880,1915-05-15,488,584,22377
2881,1915-05-16,469,612,22326
2882,1915-05-17,505,644,22304
2883,1915-05-18,552,667,22641
2884,1915-05-19,495,570,21709
2885,1915-05-20,456,528,20039
2886,1915-05-21,556,681,23096
2887,1915-05-22,561,695,22306
2888,1915-05-23,469,567,22171
2889,1915-05-24,500,647,22358
2890,1915-05-25,635,647,21880
2891,1915-05-26,417,630,22623
2892,1915-05-27,496,589,22404
2893,1915-06-02,554,653,24242
2894,1915-06-05,434,628,22140
2895,1915-06-06,479,602,20534
2896,1915-06-08,449,603,22475
2897,1915-06-10,511,507,21870
2898,1915-06-11,507,625,23202
2899,1915-06-12,429,557,20600
2900,1915-06-13,406,624,21963
2901,1915-06-14,484,628,21971
2902,1915-06-15,510,622,22695
2903,1915-06-16,466,524,21921
2904,1915-06-22,507,616,22639
2905,1915-06-23,526,562,22163
2906,1915-06-24,519,607,22043
2907,1915-06-25,501,613,23199
2908,1915-06-26,458,741,22902
2909,1915-06-27,434,637,22180
2910,1915-06-28,496,580,23446
2911,1915-06-29,432,652,20882
2912,1915-06-30,458,545,22100
2913,1915-07-01,451,576,21303
2914,1915-07-02,527,571,21631
2915,1915-07-03,506,565,22280
2916,1915-07-05,446,545,21941
2917,1915-07-06,461,577,22342
2918,1915-07-07,529,551,22391
2919,1915-07-09,469,537,22814
2920,1915-07-17,505,525,22854
2921,1915-07-25,400,562,21810
2922,1915-08-07,491,636,21584
2923,1915-08-08,410,614,23025
2924,1915-08-09,519,655,22087
2925,1915-08-10,398,510,22818
2926,1915-08-11,399,543,22376
2927,1915-08-14,414,603,22957
2928,1915-08-15,425,543,22223
2929,1915-08-16,476,547,22843
2930,1915-08-18,472,579,22522
2931,1915-08-19,482,635,23191
2932,1915-08-26,399,602,22681
2933,1915-08-27,450,610,22714
2934,1915-08-31,531,584,22991
2935,1915-09-01,462,518,20954
2936,1915-09-02,482,595,22944
2937,1915-09-03,455,567,23123
2938,1915-09-04,448,637,22373
2939,1915-09-10,502,649,21336
2940,1915-09-15,424,534,19781
2941,1915-09-16,519,551,22049
2942,1915-09-18,439,536,21751
2943,1915-09-19,410,626,21857
2944,1915-09-20,500,641,23586
2945,1915-09-21,519,560,21632
2946,1915-09-22,515,546,21509
2947,1915-09-23,526,593,22495
2948,1915-09-24,468,617,20864
2949,1915-09-25,489,621,22029
2950,1915-09-26,433,593,21247
2951,1915-09-27,446,638,21725
2952,1915-09-28,492,624,21845
2953,1915-09-29,529,585,21938
2954,1915-09-30,501,626,22551
2955,1915-10-01,429,577,21283
2956,1915-10-02,468,579,21845
2957,1915-10-03,424,582,20540
2958,1915-10-04,500,598,21493
2959,1915-10-05,503,531,20252
2960,1915-10-06,541,568,21145
2961,1915-10-07,415,513,20956
2962,1915-10-08,494,581,22015
2963,1915-10-09,433,623,22133
2964,1915-10-10,475,492,21328
2965,1915-10-11,471,613,21555
2966,1915-10-12,502,636,22545
2967,1915-10-13,497,555,21171
2968,1915-10-14,499,530,21436
2969,1915-10-15,498,543,20647
2970,1915-10-16,498,584,21143
2971,1915-10-17,437,530,20509
2972,1915-10-18,435,585,21762
2973,1915-10-19,514,603,22242
2974,1915-10-20,481,565,21637
2975,1915-10-22,491,665,23221
2976,1915-10-24,473,676,21395
2977,1915-10-29,465,592,21525
2978,1915-10-30,452,551,21534
2979,1915-10-31,362,582,20999
2980,1915-11-01,475,616,22980
2981,1915-11-02,566,633,22487
2982,1915-11-03,428,498,21401
2983,1915-11-04,539,728,23055
2984,1915-11-05,501,706,22219
2985,1915-11-06,491,539,22598
2986,1915-11-07,421,568,22226
2987,1915-11-08,520,612,21859
2988,1915-11-09,416,699,22544
2989,1915-11-10,397,550,21108
2990,1915-11-11,453,561,22426
2991,1915-11-12,482,684,22944
2992,1915-11-13,430,630,22509
2993,1915-11-14,408,542,22479
2994,1915-11-15,415,542,21790
2995,1915-11-17,463,535,22725
2996,1915-11-18,491,531,22365
2997,1915-11-22,488,628,22564
2998,1915-11-25,473,537,22291
2999,1915-11-26,400,612,22695
3000,1915-11-27,373,518,21937
3001,1915-11-29,405,574,22001
3002,1915-12-01,461,765,22328
3003,1915-12-02,394,569,21045
3004,1915-12-03,460,618,22137
3005,1915-12-04,363,550,21384
3006,1915-12-05,386,584,20567
3007,1915-12-06,420,638,22377
3008,1915-12-07,444,669,22438
3009,1915-12-08,466,517,22341
3010,1915-12-09,440,508,21475
3011,1915-12-10,450,572,22305
3012,1915-12-11,438,681,22618
3013,1915-12-12,421,523,20383
3014,1915-12-13,450,595,21747
3015,1915-12-15,475,592,22630
3016,1915-12-17,480,574,23698
3017,1915-12-18,391,518,22610
3018,1915-12-19,410,602,22412
3019,1915-12-20,431,575,22838
3020,1915-12-21,431,586,21351
3021,1915-12-25,423,607,21922
3022,1915-12-26,407,567,20628
3023,1915-12-27,467,628,21819
3024,1915-12-28,456,593,23363
3025,1915-12-29,485,550,23348
3026,1915-12-30,442,592,21493
3027,1915-12-31,472,555,22643
3028,1916-01-02,523,671,22749
3029,1916-01-03,510,693,22621
3030,1916-01-05,409,573,23033
3031,1916-01-06,460,581,21668
3032,1916-01-07,461,550,22025
3033,1916-01-09,401,515,21404
3034,1916-01-10,422,572,21658
3035,1916-01-11,510,624,22234
3036,1916-01-12,462,559,22243
3037,1916-01-13,422,540,22679
3038,1916-01-14,547,680,23682
3039,1916-01-16,450,585,23752
3040,1916-01-18,481,648,23386
3041,1916-01-19,483,590,21700
3042,1916-01-21,461,576,21243
3043,1916-01-22,452,586,21957
3044,1916-01-23,419,584,21941
3045,1916-01-24,517,642,23001
3046,1916-01-26,502,628,23039
3047,1916-01-27,452,598,22138
3048,1916-01-29,485,592,22188
3049,1916-01-31,561,656,23066
3050,1916-02-05,494,554,24325
3051,1916-02-06,333,495,20433
3052,1916-02-07,471,747,22609
3053,1916-02-08,407,638,21771
3054,1916-02-09,470,550,22466
3055,1916-02-12,400,689,22601
3056,1916-02-13,418,732,22990
3057,1916-02-14,482,641,21962
3058,1916-02-15,450,596,21984
3059,1916-02-16,372,659,23198
3060,1916-02-17,460,642,21576
3061,1916-02-18,457,624,22523
3062,1916-02-19,432,617,23338
3063,1916-02-20,467,546,21432
3064,1916-02-21,423,543,22047
3065,1916-02-22,450,549,23174
3066,1916-02-23,497,672,22852
3067,1916-02-24,466,778,23460
3068,1916-02-25,408,647,22017
3069,1916-02-26,444,603,22278
3070,1916-02-27,498,582,21875
3071,1916-02-28,468,575,22515
3072,1916-02-29,495,634,21617
3073,1916-03-01,564,600,22653
3074,1916-03-02,450,593,23383
3075,1916-03-03,414,612,21229
3076,1916-03-04,484,601,22529
3077,1916-03-05,537,568,22431
3078,1916-03-06,550,716,24455
3079,1916-03-07,535,615,22542
3080,1916-03-08,491,588,21883
3081,1916-03-09,550,564,21687
3082,1916-03-10,474,501,21840
3083,1916-03-11,436,536,22369
3084,1916-03-12,466,603,21789
3085,1916-03-13,491,650,21773
3086,1916-03-17,494,640,21713
3087,1916-03-18,515,543,22760
3088,1916-03-22,535,658,21573
3089,1916-03-23,428,561,22028
3090,1916-03-24,492,657,22064
3091,1916-03-25,463,570,22817
3092,1916-03-26,498,671,23015
3093,1916-03-27,394,610,21478
3094,1916-03-28,490,695,23223
3095,1916-03-29,469,583,21942
3096,1916-03-30,500,577,22391
3097,1916-03-31,557,624,23500
3098,1916-04-01,471,565,22522
3099,1916-04-02,510,568,21438
3100,1916-04-03,482,646,22628
3101,1916-04-04,473,563,23262
3102,1916-04-05,504,622,23349
3103,1916-04-06,503,602,21229
3104,1916-04-07,564,691,23596
3105,1916-04-08,441,528,22047
3106,1916-04-09,423,596,22004
3107,1916-04-10,523,635,22125
3108,1916-04-11,482,573,22499
3109,1916-04-12,459,634,22558
3110,1916-04-13,509,659,22724
3111,1916-04-14,401,552,23235
3112,1916-04-15,412,603,23300
3113,1916-04-16,452,565,22239
3114,1916-04-17,513,688,22755
3115,1916-04-18,416,627,23081
3116,1916-04-19,451,603,21618
3117,1916-04-20,477,603,23327
3118,1916-04-21,435,592,22212
3119,1916-04-22,443,634,22807
3120,1916-04-23,434,586,22750
3121,1916-04-24,490,576,22746
3122,1916-04-25,529,639,23644
3123,1916-04-26,514,673,21527
3124,1916-04-27,479,605,22622
3125,1916-04-28,476,617,22703
3126,1916-04-29,517,557,22410
3127,1916-04-30,502,552,21664
3128,1916-05-01,508,639,21586
3129,1916-05-02,522,582,22252
3130,1916-05-03,438,612,21591
3131,1916-05-04,427,657,21811
3132,1916-05-05,501,553,22459
3133,1916-05-06,469,561,21819
3134,1916-05-07,479,578,22406
3135,1916-05-08,491,671,22129
3136,1916-05-09,436,592,22956
3137,1916-05-11,441,646,23365
3138,1916-05-12,438,592,21729
3139,1916-05-13,480,613,23194
3140,1916-05-14,417,593,22402
3141,1916-05-15,483,660,22248
3142,1916-05-16,471,583,22077
3143,1916-05-17,512,626,22142
3144,1916-05-18,527,678,22839
3145,1916-05-19,466,700,23228
3146,1916-05-20,414,498,22768
3147,1916-05-21,424,591,22440
3148,1916-05-22,495,620,22157
3149,1916-05-23,453,672,21813
3150,1916-05-24,511,595,22279
3151,1916-05-25,515,672,22063
3152,1916-05-26,453,665,23087
3153,1916-05-27,438,553,23803
3154,1916-05-28,436,536,22515
3155,1916-05-29,480,694,22575
3156,1916-05-30,409,614,22793
3157,1916-05-31,458,608,22435
3158,1916-06-01,459,543,21434
3159,1916-06-03,410,506,22250
3160,1916-06-04,560,619,22715
3161,1916-06-05,590,670,23317
3162,1916-06-06,568,603,22083
3163,1916-06-07,499,686,22703
3164,1916-06-08,445,649,22872
3165,1916-06-09,484,692,23021
3166,1916-06-10,445,592,23311
3167,1916-06-11,400,600,22370
3168,1916-06-12,480,585,22182
3169,1916-06-13,509,591,22851
3170,1916-06-14,428,588,23276
3171,1916-06-15,490,631,22114
3172,1916-06-16,475,643,23107
3173,1916-06-18,476,655,23410
3174,1916-06-19,531,547,22055
3175,1916-06-20,470,639,22391
3176,1916-06-21,641,613,23844
3177,1916-06-22,471,524,22379
3178,1916-06-24,372,527,21851
3179,1916-06-27,527,616,22843
3180,1916-06-28,491,567,23438
3181,1916-06-29,461,551,22371
3182,1916-06-30,543,545,22544
3183,1916-07-01,525,613,23481
3184,1916-07-03,522,510,21783
3185,1916-07-04,570,592,22474
3186,1916-07-05,497,536,23086
3187,1916-07-06,541,570,21227
3188,1916-07-08,496,610,23104
3189,1916-07-09,464,553,19249
3190,1916-07-10,534,572,23081
3191,1916-07-11,554,635,22107
3192,1916-07-12,479,581,23232
3193,1916-07-13,424,504,19485
3194,1916-07-14,487,641,22388
3195,1916-07-15,490,773,23552
3196,1916-07-16,486,638,23063
3197,1916-07-17,494,629,22006
3198,1916-07-18,488,582,22660
3199,1916-07-19,439,559,22291
3200,1916-07-20,426,610,21288
3201,1916-07-21,476,584,21536
3202,1916-07-22,414,599,22517
3203,1916-07-23,387,592,21225
3204,1916-07-24,503,614,21265
3205,1916-07-25,465,637,22252
3206,1916-07-26,418,643,22890
3207,1916-07-27,389,586,21562
3208,1916-07-28,487,618,21500
3209,1916-07-29,434,577,22316
3210,1916-07-30,507,588,21464
3211,1916-07-31,508,665,23226
3212,1916-08-01,528,638,22010
3213,1916-08-02,619,716,23770
3214,1916-08-03,575,701,23878
3215,1916-08-04,455,581,22342
3216,1916-08-05,485,521,22169
3217,1916-08-06,551,595,22662
3218,1916-08-07,500,582,21420
3219,1916-08-08,477,620,23480
3220,1916-08-09,560,674,22268
3221,1916-08-10,485,503,19948
3222,1916-08-11,491,665,21788
3223,1916-08-12,413,619,22752
3224,1916-08-13,458,532,23071
3225,1916-08-15,469,593,21084
3226,1916-08-18,491,613,22679
3227,1916-08-19,516,732,23104
3228,1916-08-20,528,550,21394
3229,1916-08-21,471,638,22715
3230,1916-08-23,502,617,21968
3231,1916-08-24,449,620,22414
3232,1916-08-25,499,539,22660
3233,1916-08-26,548,626,22996
3234,1916-08-27,511,604,23046
3235,1916-08-28,462,591,21890
3236,1916-08-29,377,577,21725
3237,1916-08-30,559,677,22092
3238,1916-08-31,532,591,22240
3239,1916-09-04,485,649,22189
3240,1916-09-05,483,582,21360
3241,1916-09-07,448,545,20244
3242,1916-09-08,549,569,22286
3243,1916-09-09,437,566,22215
3244,1916-09-10,467,665,22035
3245,1916-09-11,541,620,22585
3246,1916-09-12,493,641,23515
3247,1916-09-13,425,546,21841
3248,1916-09-14,471,569,21444
3249,1916-09-15,466,641,21985
3250,1916-09-16,501,574,22431
3251,1916-09-20,530,542,22017
3252,1916-09-21,488,574,22568
3253,1916-09-22,512,613,21890
3254,1916-09-23,485,619,22524
3255,1916-09-24,474,624,22398
3256,1916-09-25,249,259,10667
3257,1916-09-26,494,603,23218
