,date,pas,total
364,1789-07-07,5,2888
365,1789-07-10,15,4891
366,1789-07-14,6,2792
367,1789-07-17,5,2531
368,1789-07-21,6,2642
369,1789-07-24,5,2570
370,1789-07-28,6,2702
371,1789-07-31,3,2523
372,1789-08-04,10,2620
373,1789-08-07,1,2737
374,1789-08-11,2,2704
375,1789-08-14,6,2867
376,1789-08-18,14,4414
377,1789-08-21,7,4325
378,1789-08-25,1,2759
379,1789-08-28,3,2809
380,1789-09-01,35,6369
381,1789-09-04,8,4720
382,1789-09-08,2,2727
383,1789-09-11,9,2911
384,1789-09-15,9,4529
385,1789-09-18,31,6470
386,1789-09-22,2,2682
387,1789-09-25,25,5647
388,1789-09-29,3,2903
389,1789-10-02,55,10379
390,1789-10-06,16,5649
391,1789-10-09,6,2684
392,1789-10-13,6,2708
393,1789-10-16,8,2952
394,1789-10-20,9,2909
395,1789-10-23,10,4544
396,1789-10-27,5,2804
397,1789-10-30,19,4927
398,1789-11-03,4,2644
399,1789-11-06,3,2738
400,1789-11-10,0,2786
401,1789-11-13,3,2633
402,1789-11-17,2,2862
403,1789-11-20,6,2825
404,1789-11-24,34,10034
405,1789-11-27,12,4592
406,1789-12-01,7,2891
407,1789-12-04,4,2947
408,1789-12-08,6,2659
409,1789-12-11,1,2575
410,1789-12-15,17,4660
411,1789-12-18,4,2818
412,1789-12-22,26,6204
413,1789-12-25,7,2757
414,1789-12-29,6,4541
415,1790-01-01,13,4378
416,1790-01-05,9,2756
417,1790-01-08,4,2620
418,1790-01-12,9,3888
419,1790-01-15,9,2585
420,1790-01-19,8,2711
421,1790-01-22,2,2806
422,1790-01-26,4,2586
423,1790-01-29,8,2802
424,1790-02-02,6,2591
425,1790-02-05,6,3762
426,1790-02-09,13,5855
427,1790-02-12,3,2878
428,1790-02-16,5,2659
429,1790-02-19,9,2574
430,1790-02-23,14,2713
431,1790-02-26,2,2691
432,1790-03-02,9,2672
433,1790-03-05,1,2488
434,1790-03-09,6,2675
435,1790-03-12,29,6122
436,1790-03-16,33,6393
