,date,pas,total
344,1893-03-29,72,21347
345,1893-03-30,81,21210
346,1893-03-31,91,21681
347,1893-04-01,75,20679
348,1893-04-02,72,21067
349,1893-04-03,100,20325
350,1893-04-04,97,20063
351,1893-04-05,84,21631
352,1893-04-06,96,22740
353,1893-04-07,96,21562
354,1893-04-08,91,20994
355,1893-04-09,43,17879
356,1893-04-10,76,20741
357,1893-04-11,81,22535
358,1893-04-12,128,21920
359,1893-04-13,82,21101
360,1893-04-14,90,21525
361,1893-04-15,80,20826
362,1893-04-16,98,21202
363,1893-04-17,78,19022
364,1893-04-18,84,21028
365,1893-04-19,82,21822
366,1893-04-20,74,19942
367,1893-04-21,71,21407
368,1893-04-22,62,22012
369,1893-04-23,89,21436
370,1893-04-24,85,20225
371,1893-04-25,82,21857
372,1893-04-26,110,21464
373,1893-04-27,92,22237
374,1893-04-28,73,21972
375,1893-04-29,91,21555
376,1893-04-30,103,22135
377,1893-05-01,81,20773
378,1893-05-02,66,21868
379,1893-05-03,106,22689
380,1893-05-04,96,23340
381,1893-05-05,87,21509
382,1893-05-06,73,20415
383,1893-05-07,66,18730
384,1893-05-08,78,19487
385,1893-05-09,78,21461
386,1893-05-10,100,21834
387,1893-05-11,88,22094
388,1893-05-12,81,21082
389,1893-05-13,78,22450
390,1893-05-14,87,23108
391,1893-05-15,105,20205
392,1893-05-16,107,21286
393,1893-05-17,95,21715
394,1893-05-18,60,21010
395,1893-05-19,92,22158
396,1893-05-20,84,21529
397,1893-05-21,106,21721
398,1893-05-22,113,20846
399,1893-05-23,102,21070
400,1893-05-24,99,22899
401,1893-05-25,81,21644
402,1893-05-26,93,22006
403,1893-05-27,69,21768
404,1893-05-28,77,21781
405,1893-05-29,98,19883
406,1893-05-30,88,20497
407,1893-05-31,75,21622
408,1893-06-01,98,22087
409,1893-06-02,105,22308
410,1893-06-03,104,22332
411,1893-06-04,74,19836
412,1893-06-05,119,21712
413,1893-06-06,99,21775
414,1893-06-07,88,22119
415,1893-06-08,93,21942
416,1893-06-09,96,21266
417,1893-06-10,101,21999
418,1893-06-11,91,20623
419,1893-06-12,111,21613
420,1893-06-13,89,22208
421,1893-06-14,87,22098
422,1893-06-15,103,22373
423,1893-06-16,95,22378
424,1893-06-17,89,22362
425,1893-06-18,86,22310
426,1893-06-19,92,22252
427,1893-06-20,92,21680
428,1893-06-21,97,21729
429,1893-06-22,88,21742
430,1893-06-23,126,22619
431,1893-06-24,95,21690
432,1893-06-25,101,20609
433,1893-06-26,93,20785
434,1893-06-27,89,22160
435,1893-06-28,84,21977
436,1893-06-29,81,22111
437,1893-06-30,101,22470
438,1893-07-01,101,23226
439,1893-07-02,66,21845
440,1893-07-03,113,22013
441,1893-07-04,90,21018
442,1893-07-05,59,21945
443,1893-07-06,79,23091
444,1893-07-07,75,21737
445,1893-07-08,95,21315
446,1893-07-09,123,22345
447,1893-07-10,104,20718
448,1893-07-11,100,21493
449,1893-07-12,81,21974
450,1893-07-13,107,22592
451,1893-07-14,81,21108
452,1893-07-15,92,20344
453,1893-07-16,73,21399
454,1893-07-17,98,20822
455,1893-07-18,100,21476
456,1893-07-19,99,21547
457,1893-07-20,99,21875
458,1893-07-21,102,21429
459,1893-07-22,80,22061
460,1893-07-23,108,21943
461,1893-07-24,91,21026
462,1893-07-25,92,21449
463,1893-07-26,73,20733
464,1893-07-27,86,21751
465,1893-07-28,92,21817
466,1893-07-29,76,22068
467,1893-07-30,91,21914
468,1893-07-31,94,21482
469,1893-08-01,98,21574
470,1893-08-02,78,21298
471,1893-08-03,84,21068
472,1893-08-04,74,21672
473,1893-08-05,82,22220
474,1893-08-06,113,23032
475,1893-08-07,95,17661
476,1893-08-08,123,21528
477,1893-08-09,111,21680
478,1893-08-10,105,22741
479,1893-08-11,115,21386
480,1893-08-12,82,22393
481,1893-08-13,80,21895
482,1893-08-14,87,20815
483,1893-08-15,100,21030
484,1893-08-16,87,20671
485,1893-08-17,81,20720
486,1893-08-18,92,21457
487,1893-08-19,59,20823
488,1893-08-20,81,21517
489,1893-08-21,10,11959
490,1893-08-22,28,17303
491,1893-08-23,92,21066
492,1893-08-24,78,20702
493,1893-08-25,81,20989
494,1893-08-26,94,21509
495,1893-08-27,110,21542
496,1893-08-28,121,21296
497,1893-08-29,84,20628
498,1893-08-30,91,21582
499,1893-08-31,113,20968
500,1893-09-01,89,21251
501,1893-09-02,84,22094
502,1893-09-03,84,22037
503,1893-09-04,79,18790
504,1893-09-05,66,20409
505,1893-09-06,76,21372
506,1893-09-07,76,21255
507,1893-09-08,84,21560
508,1893-09-09,82,21630
509,1893-09-10,78,21719
510,1893-09-11,72,20376
511,1893-09-12,82,21805
512,1893-09-13,67,21960
513,1893-09-14,92,21379
514,1893-09-15,76,21498
515,1893-09-16,83,21118
516,1893-09-17,55,18223
517,1893-09-18,95,20582
518,1893-09-19,88,21652
519,1893-09-20,89,21611
520,1893-09-21,99,21568
521,1893-09-22,108,22177
522,1893-09-23,93,20304
523,1893-09-24,59,19260
524,1893-09-25,104,20621
525,1893-09-26,105,20881
526,1893-09-27,104,21786
527,1893-09-28,78,22372
528,1893-09-29,117,20922
529,1893-09-30,101,21554
530,1893-10-01,51,18374
531,1893-10-02,105,21290
532,1893-10-03,81,22297
533,1893-10-04,99,21947
534,1893-10-05,97,22077
535,1893-10-06,106,22270
536,1893-10-07,98,21387
537,1893-10-08,71,19487
538,1893-10-09,96,21172
539,1893-10-10,98,20729
540,1893-10-11,104,21728
541,1893-10-12,85,21066
542,1893-10-13,106,21595
543,1893-10-14,71,21089
544,1893-10-15,79,21739
545,1893-10-16,92,20490
546,1893-10-17,53,21326
547,1893-10-18,60,21366
548,1893-10-19,75,21265
549,1893-10-20,72,21160
550,1893-10-21,92,21694
551,1893-10-22,74,19558
552,1893-10-23,67,19030
553,1893-10-24,74,21108
554,1893-10-25,70,21486
555,1893-10-26,54,22673
556,1893-10-27,84,22177
557,1893-10-28,84,22368
558,1893-10-29,105,21797
559,1893-10-30,94,20222
560,1893-10-31,89,20616
561,1893-11-01,103,20818
562,1893-11-02,100,21181
563,1893-11-03,85,20890
564,1893-11-04,96,22016
565,1893-11-05,81,20663
566,1893-11-06,105,21118
567,1893-11-07,96,21433
568,1893-11-08,95,22963
569,1893-11-09,87,20650
570,1893-11-10,101,21351
571,1893-11-11,96,21799
572,1893-11-12,122,21737
573,1893-11-13,98,22084
574,1893-11-14,123,21561
575,1893-11-15,109,22217
576,1893-11-16,101,21942
577,1893-11-17,85,20982
578,1893-11-18,103,22165
579,1893-11-19,121,22157
580,1893-11-20,88,21342
581,1893-11-21,103,21529
582,1893-11-22,110,22426
583,1893-11-23,106,21687
584,1893-11-24,81,21579
585,1893-11-25,102,21687
586,1893-11-26,115,21086
587,1893-11-27,75,20972
588,1893-11-28,107,20595
589,1893-11-29,95,20835
590,1893-11-30,83,21034
591,1893-12-01,99,20026
592,1893-12-02,110,21527
593,1893-12-03,72,18681
594,1893-12-04,119,20789
595,1893-12-05,125,22493
