,date,pas,total
228,1884-04-21,57,10501
229,1884-04-23,48,10240
230,1884-04-24,52,12348
231,1884-04-25,52,10096
232,1884-04-26,27,9633
233,1884-04-27,59,9917
234,1884-04-28,55,9964
235,1884-04-30,50,9773
236,1884-05-01,42,10063
237,1884-05-02,56,10079
238,1884-05-03,38,8545
239,1884-05-04,60,9917
240,1884-05-06,38,9544
241,1884-05-07,45,10188
242,1884-05-08,54,10234
243,1884-05-09,52,9745
244,1884-05-10,66,10517
245,1884-05-11,62,9726
246,1884-05-13,54,9611
247,1884-05-14,66,9447
248,1884-05-15,23,9249
249,1884-05-16,62,9444
250,1884-05-17,52,10328
251,1884-05-18,57,9644
252,1884-05-20,35,9763
253,1884-05-21,43,9737
254,1884-05-22,41,7987
255,1884-05-24,44,9805
256,1884-05-25,60,10117
257,1884-05-27,47,9769
258,1884-05-28,50,10419
259,1884-05-29,62,10161
260,1884-05-30,49,10099
261,1884-05-31,51,10085
262,1884-06-01,50,9368
263,1884-06-03,41,10316
264,1884-06-04,46,9822
265,1884-06-05,54,9962
266,1884-06-06,47,9735
267,1884-06-07,59,10086
268,1884-09-03,48,9803
269,1884-09-04,41,9697
270,1884-09-05,50,9401
271,1884-09-06,44,10037
272,1884-09-07,35,9285
273,1884-09-09,46,9354
274,1884-09-10,42,9859
275,1884-09-11,40,9749
276,1884-09-12,57,9378
277,1884-09-13,28,9218
278,1884-09-14,54,9523
279,1884-09-16,31,9804
280,1884-09-17,41,9905
281,1884-09-18,49,10248
282,1884-09-19,40,9710
283,1884-09-20,53,10188
284,1884-09-21,38,9198
285,1884-09-23,50,9737
286,1884-09-24,60,10206
287,1884-09-25,60,10436
288,1884-09-26,40,9258
289,1884-09-27,46,9474
290,1884-09-28,43,9693
291,1884-09-30,63,9936
292,1884-10-01,38,9797
293,1884-10-02,42,10156
294,1884-10-03,51,9779
295,1884-10-04,44,9940
296,1884-10-05,35,9471
297,1884-10-07,19,9334
298,1884-10-08,47,10005
299,1884-10-09,44,10150
300,1884-10-10,63,10195
301,1884-10-11,39,9971
302,1884-10-12,51,9461
303,1884-10-14,42,9979
304,1884-10-15,32,10142
305,1884-10-16,61,10267
306,1884-10-17,50,10316
307,1884-10-18,45,10001
308,1884-10-19,48,9397
309,1884-10-21,46,10614
310,1884-10-22,56,10290
311,1884-10-23,76,10335
312,1884-10-24,71,11223
313,1884-10-25,66,9636
314,1884-10-26,40,10074
315,1884-10-28,50,9438
316,1884-10-29,55,10072
317,1884-10-30,46,9708
318,1884-10-31,40,10178
319,1884-11-01,42,9639
320,1884-11-04,39,9398
321,1884-11-05,53,10125
322,1884-11-06,49,9774
323,1884-11-07,60,9838
324,1884-11-08,44,9990
325,1884-11-09,49,9451
326,1884-11-11,52,9942
327,1884-11-12,33,9223
328,1884-11-13,35,9757
329,1884-11-14,46,10024
330,1884-11-15,42,10187
331,1884-11-16,52,9835
332,1884-11-18,56,10007
333,1884-11-19,41,9773
334,1884-11-21,30,10383
335,1884-11-22,56,10497
336,1884-11-23,60,9885
337,1884-11-25,44,9364
338,1884-11-26,65,9815
339,1884-11-27,70,10381
340,1884-11-28,43,9932
341,1884-11-29,89,10598
342,1884-11-30,69,10506
343,1884-12-02,88,10354
344,1884-12-03,64,10472
345,1884-12-04,49,9945
346,1884-12-05,65,9538
347,1884-12-06,54,10035
348,1884-12-07,55,9255
349,1884-12-09,45,9587
350,1884-12-10,48,10138
351,1884-12-11,58,9126
352,1884-12-12,47,9352
353,1884-12-13,38,10166
354,1884-12-14,52,9574
355,1884-12-16,53,9041
356,1884-12-17,41,10219
357,1884-12-18,63,9671
358,1884-12-19,51,10353
359,1884-12-20,52,10344
360,1884-12-21,46,9843
361,1884-12-23,55,9173
362,1884-12-24,47,9900
363,1884-12-25,42,9637
364,1884-12-27,44,9912
365,1884-12-28,55,9596
366,1884-12-30,59,9971
367,1884-12-31,44,9523
368,1885-01-01,40,9628
369,1885-01-03,48,9718
370,1885-01-04,46,9538
371,1885-01-06,40,9200
372,1885-01-07,66,9680
373,1885-01-08,32,8817
374,1885-01-09,38,9035
375,1885-01-10,72,10017
376,1885-01-11,57,9305
377,1885-01-13,56,9250
378,1885-01-14,54,10041
379,1885-01-15,56,9743
380,1885-01-16,56,9425
381,1885-01-17,52,9407
382,1885-01-18,56,9409
383,1885-01-20,58,9368
384,1885-01-21,50,10456
385,1885-01-22,40,10045
386,1885-01-23,56,9293
387,1885-01-24,47,9872
388,1885-01-25,57,9812
389,1885-01-27,47,9075
390,1885-01-28,57,9492
391,1885-01-29,49,11307
392,1885-01-30,49,9701
393,1885-01-31,49,10122
394,1885-02-01,56,9766
395,1885-02-03,33,10335
396,1885-02-04,50,9355
397,1885-02-05,35,10412
398,1885-02-06,33,8692
399,1885-02-07,46,9581
400,1885-02-08,44,9536
401,1885-02-10,44,9588
402,1885-02-11,48,9954
403,1885-02-12,50,9835
404,1885-02-13,51,9989
405,1885-02-14,38,9404
406,1885-02-15,48,9244
407,1885-02-17,41,9776
408,1885-02-18,45,10180
409,1885-02-19,61,10407
410,1885-02-20,58,9648
411,1885-02-21,29,10218
412,1885-02-22,51,9274
413,1885-02-24,45,9964
414,1885-02-25,43,10251
415,1885-02-26,40,9715
416,1885-02-27,50,9945
417,1885-02-28,47,10026
418,1885-03-01,64,9479
419,1885-03-03,33,9902
420,1885-03-04,62,8910
421,1885-03-05,47,9312
422,1885-03-06,34,9579
423,1885-03-07,61,9976
424,1885-03-08,43,9741
425,1885-03-10,47,10151
426,1885-03-11,71,9338
427,1885-03-12,64,9485
428,1885-03-13,62,10307
429,1885-03-14,63,9907
430,1885-03-15,45,9888
431,1885-03-17,36,10111
432,1885-03-18,48,9929
433,1885-03-19,46,9522
434,1885-03-20,46,10071
435,1885-03-21,41,9952
436,1885-03-22,28,9264
437,1885-03-24,31,9946
438,1885-03-25,38,9756
439,1885-03-26,49,9786
440,1885-03-27,32,9489
441,1885-03-28,46,9669
442,1885-03-29,41,9441
443,1885-03-31,35,9663
444,1885-04-01,55,9940
445,1885-04-02,36,9479
446,1885-04-03,35,8610
447,1885-04-04,42,8635
448,1885-04-05,28,9049
449,1885-04-07,60,10741
450,1885-04-08,61,11001
451,1885-04-09,57,10724
452,1885-04-10,49,10967
453,1885-04-11,49,10185
454,1885-04-12,51,10491
455,1885-04-14,47,10831
456,1885-04-15,37,9669
457,1885-04-16,40,11590
458,1885-04-17,47,11021
459,1885-04-18,45,10993
460,1885-04-19,54,11536
461,1885-04-21,58,11071
462,1885-04-22,62,11215
463,1885-04-23,51,10302
464,1885-04-24,65,11248
465,1885-04-25,41,10789
466,1885-04-26,44,10513
467,1885-04-28,44,11231
468,1885-04-29,69,10895
469,1885-04-30,68,10628
