date,count,base,mot,url,ratio,resolution,corpus,langue,bibli,search_mode
1808/07,0,195,panique*bourse,https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=true&maximumRecords=25&page=1&collapsing=false&version=1.2&query=(dc.language%20all%20%22fre%22)%20and%20((%20text%20adj%20%22panique%22%20%20prox/unit=word/distance=20%20%22bourse%22))%20%20and%20(dc.type%20all%20%22fascicule%22)%20and%20(ocr.quality%20all%20%22Texte%20disponible%22)%20and%20(gallicapublication_date%3E=%221808/07/01%22%20and%20gallicapublication_date%3C=%221808/07/31%22),0,Mois,Presse,Français,Gallica,Document
1808/08,0,199,panique*bourse,https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=true&maximumRecords=25&page=1&collapsing=false&version=1.2&query=(dc.language%20all%20%22fre%22)%20and%20((%20text%20adj%20%22panique%22%20%20prox/unit=word/distance=20%20%22bourse%22))%20%20and%20(dc.type%20all%20%22fascicule%22)%20and%20(ocr.quality%20all%20%22Texte%20disponible%22)%20and%20(gallicapublication_date%3E=%221808/08/01%22%20and%20gallicapublication_date%3C=%221808/08/31%22),0,Mois,Presse,Français,Gallica,Document
1808/09,0,220,panique*bourse,https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=true&maximumRecords=25&page=1&collapsing=false&version=1.2&query=(dc.language%20all%20%22fre%22)%20and%20((%20text%20adj%20%22panique%22%20%20prox/unit=word/distance=20%20%22bourse%22))%20%20and%20(dc.type%20all%20%22fascicule%22)%20and%20(ocr.quality%20all%20%22Texte%20disponible%22)%20and%20(gallicapublication_date%3E=%221808/09/01%22%20and%20gallicapublication_date%3C=%221808/09/30%22),0,Mois,Presse,Français,Gallica,Document
1808/10,0,220,panique*bourse,https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=true&maximumRecords=25&page=1&collapsing=false&version=1.2&query=(dc.language%20all%20%22fre%22)%20and%20((%20text%20adj%20%22panique%22%20%20prox/unit=word/distance=20%20%22bourse%22))%20%20and%20(dc.type%20all%20%22fascicule%22)%20and%20(ocr.quality%20all%20%22Texte%20disponible%22)%20and%20(gallicapublication_date%3E=%221808/10/01%22%20and%20gallicapublication_date%3C=%221808/10/31%22),0,Mois,Presse,Français,Gallica,Document
1808/11,0,210,panique*bourse,https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=true&maximumRecords=25&page=1&collapsing=false&version=1.2&query=(dc.language%20all%20%22fre%22)%20and%20((%20text%20adj%20%22panique%22%20%20prox/unit=word/distance=20%20%22bourse%22))%20%20and%20(dc.type%20all%20%22fascicule%22)%20and%20(ocr.quality%20all%20%22Texte%20disponible%22)%20and%20(gallicapublication_date%3E=%221808/11/01%22%20and%20gallicapublication_date%3C=%221808/11/30%22),0,Mois,Presse,Français,Gallica,Document
1808/12,0,211,panique*bourse,https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=true&maximumRecords=25&page=1&collapsing=false&version=1.2&query=(dc.language%20all%20%22fre%22)%20and%20((%20text%20adj%20%22panique%22%20%20prox/unit=word/distance=20%20%22bourse%22))%20%20and%20(dc.type%20all%20%22fascicule%22)%20and%20(ocr.quality%20all%20%22Texte%20disponible%22)%20and%20(gallicapublication_date%3E=%221808/12/01%22%20and%20gallicapublication_date%3C=%221808/12/31%22),0,Mois,Presse,Français,Gallica,Document
1809/01,0,280,panique*bourse,https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=true&maximumRecords=25&page=1&collapsing=false&version=1.2&query=(dc.language%20all%20%22fre%22)%20and%20((%20text%20adj%20%22panique%22%20%20prox/unit=word/distance=20%20%22bourse%22))%20%20and%20(dc.type%20all%20%22fascicule%22)%20and%20(ocr.quality%20all%20%22Texte%20disponible%22)%20and%20(gallicapublication_date%3E=%221809/01/01%22%20and%20gallicapublication_date%3C=%221809/01/31%22),0,Mois,Presse,Français,Gallica,Document
1809/02,0,189,panique*bourse,https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=true&maximumRecords=25&page=1&collapsing=false&version=1.2&query=(dc.language%20all%20%22fre%22)%20and%20((%20text%20adj%20%22panique%22%20%20prox/unit=word/distance=20%20%22bourse%22))%20%20and%20(dc.type%20all%20%22fascicule%22)%20and%20(ocr.quality%20all%20%22Texte%20disponible%22)%20and%20(gallicapublication_date%3E=%221809/02/01%22%20and%20gallicapublication_date%3C=%221809/02/28%22),0,Mois,Presse,Français,Gallica,Document
1809/03,0,241,panique*bourse,https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=true&maximumRecords=25&page=1&collapsing=false&version=1.2&query=(dc.language%20all%20%22fre%22)%20and%20((%20text%20adj%20%22panique%22%20%20prox/unit=word/distance=20%20%22bourse%22))%20%20and%20(dc.type%20all%20%22fascicule%22)%20and%20(ocr.quality%20all%20%22Texte%20disponible%22)%20and%20(gallicapublication_date%3E=%221809/03/01%22%20and%20gallicapublication_date%3C=%221809/03/31%22),0,Mois,Presse,Français,Gallica,Document
1809/04,0,245,panique*bourse,https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=true&maximumRecords=25&page=1&collapsing=false&version=1.2&query=(dc.language%20all%20%22fre%22)%20and%20((%20text%20adj%20%22panique%22%20%20prox/unit=word/distance=20%20%22bourse%22))%20%20and%20(dc.type%20all%20%22fascicule%22)%20and%20(ocr.quality%20all%20%22Texte%20disponible%22)%20and%20(gallicapublication_date%3E=%221809/04/01%22%20and%20gallicapublication_date%3C=%221809/04/30%22),0,Mois,Presse,Français,Gallica,Document
1809/05,0,248,panique*bourse,https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=true&maximumRecords=25&page=1&collapsing=false&version=1.2&query=(dc.language%20all%20%22fre%22)%20and%20((%20text%20adj%20%22panique%22%20%20prox/unit=word/distance=20%20%22bourse%22))%20%20and%20(dc.type%20all%20%22fascicule%22)%20and%20(ocr.quality%20all%20%22Texte%20disponible%22)%20and%20(gallicapublication_date%3E=%221809/05/01%22%20and%20gallicapublication_date%3C=%221809/05/31%22),0,Mois,Presse,Français,Gallica,Document
1809/06,0,240,panique*bourse,https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=true&maximumRecords=25&page=1&collapsing=false&version=1.2&query=(dc.language%20all%20%22fre%22)%20and%20((%20text%20adj%20%22panique%22%20%20prox/unit=word/distance=20%20%22bourse%22))%20%20and%20(dc.type%20all%20%22fascicule%22)%20and%20(ocr.quality%20all%20%22Texte%20disponible%22)%20and%20(gallicapublication_date%3E=%221809/06/01%22%20and%20gallicapublication_date%3C=%221809/06/30%22),0,Mois,Presse,Français,Gallica,Document
1809/07,0,253,panique*bourse,https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=true&maximumRecords=25&page=1&collapsing=false&version=1.2&query=(dc.language%20all%20%22fre%22)%20and%20((%20text%20adj%20%22panique%22%20%20prox/unit=word/distance=20%20%22bourse%22))%20%20and%20(dc.type%20all%20%22fascicule%22)%20and%20(ocr.quality%20all%20%22Texte%20disponible%22)%20and%20(gallicapublication_date%3E=%221809/07/01%22%20and%20gallicapublication_date%3C=%221809/07/31%22),0,Mois,Presse,Français,Gallica,Document
1809/08,0,248,panique*bourse,https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=true&maximumRecords=25&page=1&collapsing=false&version=1.2&query=(dc.language%20all%20%22fre%22)%20and%20((%20text%20adj%20%22panique%22%20%20prox/unit=word/distance=20%20%22bourse%22))%20%20and%20(dc.type%20all%20%22fascicule%22)%20and%20(ocr.quality%20all%20%22Texte%20disponible%22)%20and%20(gallicapublication_date%3E=%221809/08/01%22%20and%20gallicapublication_date%3C=%221809/08/31%22),0,Mois,Presse,Français,Gallica,Document
1809/09,0,246,panique*bourse,https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=true&maximumRecords=25&page=1&collapsing=false&version=1.2&query=(dc.language%20all%20%22fre%22)%20and%20((%20text%20adj%20%22panique%22%20%20prox/unit=word/distance=20%20%22bourse%22))%20%20and%20(dc.type%20all%20%22fascicule%22)%20and%20(ocr.quality%20all%20%22Texte%20disponible%22)%20and%20(gallicapublication_date%3E=%221809/09/01%22%20and%20gallicapublication_date%3C=%221809/09/30%22),0,Mois,Presse,Français,Gallica,Document
1809/10,0,248,panique*bourse,https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=true&maximumRecords=25&page=1&collapsing=false&version=1.2&query=(dc.language%20all%20%22fre%22)%20and%20((%20text%20adj%20%22panique%22%20%20prox/unit=word/distance=20%20%22bourse%22))%20%20and%20(dc.type%20all%20%22fascicule%22)%20and%20(ocr.quality%20all%20%22Texte%20disponible%22)%20and%20(gallicapublication_date%3E=%221809/10/01%22%20and%20gallicapublication_date%3C=%221809/10/31%22),0,Mois,Presse,Français,Gallica,Document
1809/11,0,236,panique*bourse,https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=true&maximumRecords=25&page=1&collapsing=false&version=1.2&query=(dc.language%20all%20%22fre%22)%20and%20((%20text%20adj%20%22panique%22%20%20prox/unit=word/distance=20%20%22bourse%22))%20%20and%20(dc.type%20all%20%22fascicule%22)%20and%20(ocr.quality%20all%20%22Texte%20disponible%22)%20and%20(gallicapublication_date%3E=%221809/11/01%22%20and%20gallicapublication_date%3C=%221809/11/30%22),0,Mois,Presse,Français,Gallica,Document
1809/12,0,207,panique*bourse,https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=true&maximumRecords=25&page=1&collapsing=false&version=1.2&query=(dc.language%20all%20%22fre%22)%20and%20((%20text%20adj%20%22panique%22%20%20prox/unit=word/distance=20%20%22bourse%22))%20%20and%20(dc.type%20all%20%22fascicule%22)%20and%20(ocr.quality%20all%20%22Texte%20disponible%22)%20and%20(gallicapublication_date%3E=%221809/12/01%22%20and%20gallicapublication_date%3C=%221809/12/31%22),0,Mois,Presse,Français,Gallica,Document
1810/01,0,279,panique*bourse,https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=true&maximumRecords=25&page=1&collapsing=false&version=1.2&query=(dc.language%20all%20%22fre%22)%20and%20((%20text%20adj%20%22panique%22%20%20prox/unit=word/distance=20%20%22bourse%22))%20%20and%20(dc.type%20all%20%22fascicule%22)%20and%20(ocr.quality%20all%20%22Texte%20disponible%22)%20and%20(gallicapublication_date%3E=%221810/01/01%22%20and%20gallicapublication_date%3C=%221810/01/31%22),0,Mois,Presse,Français,Gallica,Document
1810/02,0,203,panique*bourse,https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=true&maximumRecords=25&page=1&collapsing=false&version=1.2&query=(dc.language%20all%20%22fre%22)%20and%20((%20text%20adj%20%22panique%22%20%20prox/unit=word/distance=20%20%22bourse%22))%20%20and%20(dc.type%20all%20%22fascicule%22)%20and%20(ocr.quality%20all%20%22Texte%20disponible%22)%20and%20(gallicapublication_date%3E=%221810/02/01%22%20and%20gallicapublication_date%3C=%221810/02/28%22),0,Mois,Presse,Français,Gallica,Document
1810/03,0,225,panique*bourse,https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=true&maximumRecords=25&page=1&collapsing=false&version=1.2&query=(dc.language%20all%20%22fre%22)%20and%20((%20text%20adj%20%22panique%22%20%20prox/unit=word/distance=20%20%22bourse%22))%20%20and%20(dc.type%20all%20%22fascicule%22)%20and%20(ocr.quality%20all%20%22Texte%20disponible%22)%20and%20(gallicapublication_date%3E=%221810/03/01%22%20and%20gallicapublication_date%3C=%221810/03/31%22),0,Mois,Presse,Français,Gallica,Document
1810/04,0,213,panique*bourse,https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=true&maximumRecords=25&page=1&collapsing=false&version=1.2&query=(dc.language%20all%20%22fre%22)%20and%20((%20text%20adj%20%22panique%22%20%20prox/unit=word/distance=20%20%22bourse%22))%20%20and%20(dc.type%20all%20%22fascicule%22)%20and%20(ocr.quality%20all%20%22Texte%20disponible%22)%20and%20(gallicapublication_date%3E=%221810/04/01%22%20and%20gallicapublication_date%3C=%221810/04/30%22),0,Mois,Presse,Français,Gallica,Document
1810/05,0,215,panique*bourse,https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=true&maximumRecords=25&page=1&collapsing=false&version=1.2&query=(dc.language%20all%20%22fre%22)%20and%20((%20text%20adj%20%22panique%22%20%20prox/unit=word/distance=20%20%22bourse%22))%20%20and%20(dc.type%20all%20%22fascicule%22)%20and%20(ocr.quality%20all%20%22Texte%20disponible%22)%20and%20(gallicapublication_date%3E=%221810/05/01%22%20and%20gallicapublication_date%3C=%221810/05/31%22),0,Mois,Presse,Français,Gallica,Document
1810/06,0,201,panique*bourse,https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=true&maximumRecords=25&page=1&collapsing=false&version=1.2&query=(dc.language%20all%20%22fre%22)%20and%20((%20text%20adj%20%22panique%22%20%20prox/unit=word/distance=20%20%22bourse%22))%20%20and%20(dc.type%20all%20%22fascicule%22)%20and%20(ocr.quality%20all%20%22Texte%20disponible%22)%20and%20(gallicapublication_date%3E=%221810/06/01%22%20and%20gallicapublication_date%3C=%221810/06/30%22),0,Mois,Presse,Français,Gallica,Document
1810/07,0,219,panique*bourse,https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=true&maximumRecords=25&page=1&collapsing=false&version=1.2&query=(dc.language%20all%20%22fre%22)%20and%20((%20text%20adj%20%22panique%22%20%20prox/unit=word/distance=20%20%22bourse%22))%20%20and%20(dc.type%20all%20%22fascicule%22)%20and%20(ocr.quality%20all%20%22Texte%20disponible%22)%20and%20(gallicapublication_date%3E=%221810/07/01%22%20and%20gallicapublication_date%3C=%221810/07/31%22),0,Mois,Presse,Français,Gallica,Document
1810/08,0,209,panique*bourse,https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=true&maximumRecords=25&page=1&collapsing=false&version=1.2&query=(dc.language%20all%20%22fre%22)%20and%20((%20text%20adj%20%22panique%22%20%20prox/unit=word/distance=20%20%22bourse%22))%20%20and%20(dc.type%20all%20%22fascicule%22)%20and%20(ocr.quality%20all%20%22Texte%20disponible%22)%20and%20(gallicapublication_date%3E=%221810/08/01%22%20and%20gallicapublication_date%3C=%221810/08/31%22),0,Mois,Presse,Français,Gallica,Document
1810/09,0,206,panique*bourse,https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=true&maximumRecords=25&page=1&collapsing=false&version=1.2&query=(dc.language%20all%20%22fre%22)%20and%20((%20text%20adj%20%22panique%22%20%20prox/unit=word/distance=20%20%22bourse%22))%20%20and%20(dc.type%20all%20%22fascicule%22)%20and%20(ocr.quality%20all%20%22Texte%20disponible%22)%20and%20(gallicapublication_date%3E=%221810/09/01%22%20and%20gallicapublication_date%3C=%221810/09/30%22),0,Mois,Presse,Français,Gallica,Document
1810/10,0,220,panique*bourse,https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=true&maximumRecords=25&page=1&collapsing=false&version=1.2&query=(dc.language%20all%20%22fre%22)%20and%20((%20text%20adj%20%22panique%22%20%20prox/unit=word/distance=20%20%22bourse%22))%20%20and%20(dc.type%20all%20%22fascicule%22)%20and%20(ocr.quality%20all%20%22Texte%20disponible%22)%20and%20(gallicapublication_date%3E=%221810/10/01%22%20and%20gallicapublication_date%3C=%221810/10/31%22),0,Mois,Presse,Français,Gallica,Document
1810/11,0,206,panique*bourse,https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=true&maximumRecords=25&page=1&collapsing=false&version=1.2&query=(dc.language%20all%20%22fre%22)%20and%20((%20text%20adj%20%22panique%22%20%20prox/unit=word/distance=20%20%22bourse%22))%20%20and%20(dc.type%20all%20%22fascicule%22)%20and%20(ocr.quality%20all%20%22Texte%20disponible%22)%20and%20(gallicapublication_date%3E=%221810/11/01%22%20and%20gallicapublication_date%3C=%221810/11/30%22),0,Mois,Presse,Français,Gallica,Document
1810/12,0,218,panique*bourse,https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=true&maximumRecords=25&page=1&collapsing=false&version=1.2&query=(dc.language%20all%20%22fre%22)%20and%20((%20text%20adj%20%22panique%22%20%20prox/unit=word/distance=20%20%22bourse%22))%20%20and%20(dc.type%20all%20%22fascicule%22)%20and%20(ocr.quality%20all%20%22Texte%20disponible%22)%20and%20(gallicapublication_date%3E=%221810/12/01%22%20and%20gallicapublication_date%3C=%221810/12/31%22),0,Mois,Presse,Français,Gallica,Document
1811/01,0,285,panique*bourse,https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=true&maximumRecords=25&page=1&collapsing=false&version=1.2&query=(dc.language%20all%20%22fre%22)%20and%20((%20text%20adj%20%22panique%22%20%20prox/unit=word/distance=20%20%22bourse%22))%20%20and%20(dc.type%20all%20%22fascicule%22)%20and%20(ocr.quality%20all%20%22Texte%20disponible%22)%20and%20(gallicapublication_date%3E=%221811/01/01%22%20and%20gallicapublication_date%3C=%221811/01/31%22),0,Mois,Presse,Français,Gallica,Document
1811/02,0,202,panique*bourse,https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=true&maximumRecords=25&page=1&collapsing=false&version=1.2&query=(dc.language%20all%20%22fre%22)%20and%20((%20text%20adj%20%22panique%22%20%20prox/unit=word/distance=20%20%22bourse%22))%20%20and%20(dc.type%20all%20%22fascicule%22)%20and%20(ocr.quality%20all%20%22Texte%20disponible%22)%20and%20(gallicapublication_date%3E=%221811/02/01%22%20and%20gallicapublication_date%3C=%221811/02/28%22),0,Mois,Presse,Français,Gallica,Document
1811/03,0,220,panique*bourse,https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=true&maximumRecords=25&page=1&collapsing=false&version=1.2&query=(dc.language%20all%20%22fre%22)%20and%20((%20text%20adj%20%22panique%22%20%20prox/unit=word/distance=20%20%22bourse%22))%20%20and%20(dc.type%20all%20%22fascicule%22)%20and%20(ocr.quality%20all%20%22Texte%20disponible%22)%20and%20(gallicapublication_date%3E=%221811/03/01%22%20and%20gallicapublication_date%3C=%221811/03/31%22),0,Mois,Presse,Français,Gallica,Document
1811/04,0,205,panique*bourse,https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=true&maximumRecords=25&page=1&collapsing=false&version=1.2&query=(dc.language%20all%20%22fre%22)%20and%20((%20text%20adj%20%22panique%22%20%20prox/unit=word/distance=20%20%22bourse%22))%20%20and%20(dc.type%20all%20%22fascicule%22)%20and%20(ocr.quality%20all%20%22Texte%20disponible%22)%20and%20(gallicapublication_date%3E=%221811/04/01%22%20and%20gallicapublication_date%3C=%221811/04/30%22),0,Mois,Presse,Français,Gallica,Document
1811/05,0,212,panique*bourse,https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=true&maximumRecords=25&page=1&collapsing=false&version=1.2&query=(dc.language%20all%20%22fre%22)%20and%20((%20text%20adj%20%22panique%22%20%20prox/unit=word/distance=20%20%22bourse%22))%20%20and%20(dc.type%20all%20%22fascicule%22)%20and%20(ocr.quality%20all%20%22Texte%20disponible%22)%20and%20(gallicapublication_date%3E=%221811/05/01%22%20and%20gallicapublication_date%3C=%221811/05/31%22),0,Mois,Presse,Français,Gallica,Document
1811/06,0,203,panique*bourse,https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=true&maximumRecords=25&page=1&collapsing=false&version=1.2&query=(dc.language%20all%20%22fre%22)%20and%20((%20text%20adj%20%22panique%22%20%20prox/unit=word/distance=20%20%22bourse%22))%20%20and%20(dc.type%20all%20%22fascicule%22)%20and%20(ocr.quality%20all%20%22Texte%20disponible%22)%20and%20(gallicapublication_date%3E=%221811/06/01%22%20and%20gallicapublication_date%3C=%221811/06/30%22),0,Mois,Presse,Français,Gallica,Document
1811/07,0,220,panique*bourse,https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=true&maximumRecords=25&page=1&collapsing=false&version=1.2&query=(dc.language%20all%20%22fre%22)%20and%20((%20text%20adj%20%22panique%22%20%20prox/unit=word/distance=20%20%22bourse%22))%20%20and%20(dc.type%20all%20%22fascicule%22)%20and%20(ocr.quality%20all%20%22Texte%20disponible%22)%20and%20(gallicapublication_date%3E=%221811/07/01%22%20and%20gallicapublication_date%3C=%221811/07/31%22),0,Mois,Presse,Français,Gallica,Document
1811/08,0,216,panique*bourse,https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=true&maximumRecords=25&page=1&collapsing=false&version=1.2&query=(dc.language%20all%20%22fre%22)%20and%20((%20text%20adj%20%22panique%22%20%20prox/unit=word/distance=20%20%22bourse%22))%20%20and%20(dc.type%20all%20%22fascicule%22)%20and%20(ocr.quality%20all%20%22Texte%20disponible%22)%20and%20(gallicapublication_date%3E=%221811/08/01%22%20and%20gallicapublication_date%3C=%221811/08/31%22),0,Mois,Presse,Français,Gallica,Document
1811/09,0,207,panique*bourse,https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=true&maximumRecords=25&page=1&collapsing=false&version=1.2&query=(dc.language%20all%20%22fre%22)%20and%20((%20text%20adj%20%22panique%22%20%20prox/unit=word/distance=20%20%22bourse%22))%20%20and%20(dc.type%20all%20%22fascicule%22)%20and%20(ocr.quality%20all%20%22Texte%20disponible%22)%20and%20(gallicapublication_date%3E=%221811/09/01%22%20and%20gallicapublication_date%3C=%221811/09/30%22),0,Mois,Presse,Français,Gallica,Document
1811/10,0,214,panique*bourse,https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=true&maximumRecords=25&page=1&collapsing=false&version=1.2&query=(dc.language%20all%20%22fre%22)%20and%20((%20text%20adj%20%22panique%22%20%20prox/unit=word/distance=20%20%22bourse%22))%20%20and%20(dc.type%20all%20%22fascicule%22)%20and%20(ocr.quality%20all%20%22Texte%20disponible%22)%20and%20(gallicapublication_date%3E=%221811/10/01%22%20and%20gallicapublication_date%3C=%221811/10/31%22),0,Mois,Presse,Français,Gallica,Document
1811/11,0,213,panique*bourse,https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=true&maximumRecords=25&page=1&collapsing=false&version=1.2&query=(dc.language%20all%20%22fre%22)%20and%20((%20text%20adj%20%22panique%22%20%20prox/unit=word/distance=20%20%22bourse%22))%20%20and%20(dc.type%20all%20%22fascicule%22)%20and%20(ocr.quality%20all%20%22Texte%20disponible%22)%20and%20(gallicapublication_date%3E=%221811/11/01%22%20and%20gallicapublication_date%3C=%221811/11/30%22),0,Mois,Presse,Français,Gallica,Document
1811/12,0,213,panique*bourse,https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=true&maximumRecords=25&page=1&collapsing=false&version=1.2&query=(dc.language%20all%20%22fre%22)%20and%20((%20text%20adj%20%22panique%22%20%20prox/unit=word/distance=20%20%22bourse%22))%20%20and%20(dc.type%20all%20%22fascicule%22)%20and%20(ocr.quality%20all%20%22Texte%20disponible%22)%20and%20(gallicapublication_date%3E=%221811/12/01%22%20and%20gallicapublication_date%3C=%221811/12/31%22),0,Mois,Presse,Français,Gallica,Document
1812/01,0,262,panique*bourse,https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=true&maximumRecords=25&page=1&collapsing=false&version=1.2&query=(dc.language%20all%20%22fre%22)%20and%20((%20text%20adj%20%22panique%22%20%20prox/unit=word/distance=20%20%22bourse%22))%20%20and%20(dc.type%20all%20%22fascicule%22)%20and%20(ocr.quality%20all%20%22Texte%20disponible%22)%20and%20(gallicapublication_date%3E=%221812/01/01%22%20and%20gallicapublication_date%3C=%221812/01/31%22),0,Mois,Presse,Français,Gallica,Document
1812/02,0,178,panique*bourse,https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=true&maximumRecords=25&page=1&collapsing=false&version=1.2&query=(dc.language%20all%20%22fre%22)%20and%20((%20text%20adj%20%22panique%22%20%20prox/unit=word/distance=20%20%22bourse%22))%20%20and%20(dc.type%20all%20%22fascicule%22)%20and%20(ocr.quality%20all%20%22Texte%20disponible%22)%20and%20(gallicapublication_date%3E=%221812/02/01%22%20and%20gallicapublication_date%3C=%221812/02/29%22),0,Mois,Presse,Français,Gallica,Document
1812/03,0,186,panique*bourse,https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=true&maximumRecords=25&page=1&collapsing=false&version=1.2&query=(dc.language%20all%20%22fre%22)%20and%20((%20text%20adj%20%22panique%22%20%20prox/unit=word/distance=20%20%22bourse%22))%20%20and%20(dc.type%20all%20%22fascicule%22)%20and%20(ocr.quality%20all%20%22Texte%20disponible%22)%20and%20(gallicapublication_date%3E=%221812/03/01%22%20and%20gallicapublication_date%3C=%221812/03/31%22),0,Mois,Presse,Français,Gallica,Document
1812/04,0,197,panique*bourse,https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=true&maximumRecords=25&page=1&collapsing=false&version=1.2&query=(dc.language%20all%20%22fre%22)%20and%20((%20text%20adj%20%22panique%22%20%20prox/unit=word/distance=20%20%22bourse%22))%20%20and%20(dc.type%20all%20%22fascicule%22)%20and%20(ocr.quality%20all%20%22Texte%20disponible%22)%20and%20(gallicapublication_date%3E=%221812/04/01%22%20and%20gallicapublication_date%3C=%221812/04/30%22),0,Mois,Presse,Français,Gallica,Document
1812/05,0,197,panique*bourse,https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=true&maximumRecords=25&page=1&collapsing=false&version=1.2&query=(dc.language%20all%20%22fre%22)%20and%20((%20text%20adj%20%22panique%22%20%20prox/unit=word/distance=20%20%22bourse%22))%20%20and%20(dc.type%20all%20%22fascicule%22)%20and%20(ocr.quality%20all%20%22Texte%20disponible%22)%20and%20(gallicapublication_date%3E=%221812/05/01%22%20and%20gallicapublication_date%3C=%221812/05/31%22),0,Mois,Presse,Français,Gallica,Document
1812/06,0,192,panique*bourse,https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=true&maximumRecords=25&page=1&collapsing=false&version=1.2&query=(dc.language%20all%20%22fre%22)%20and%20((%20text%20adj%20%22panique%22%20%20prox/unit=word/distance=20%20%22bourse%22))%20%20and%20(dc.type%20all%20%22fascicule%22)%20and%20(ocr.quality%20all%20%22Texte%20disponible%22)%20and%20(gallicapublication_date%3E=%221812/06/01%22%20and%20gallicapublication_date%3C=%221812/06/30%22),0,Mois,Presse,Français,Gallica,Document
1812/07,0,193,panique*bourse,https://gallica.bnf.fr/services/engine/search/sru?operation=searchRetrieve&exactSearch=true&maximumRecords=25&page=1&collapsing=false&version=1.2&query=(dc.language%20all%20%22fre%22)%20and%20((%20text%20adj%20%22panique%22%20%20prox/unit=word/distance=20%20%22bourse%22))%20%20and%20(dc.type%20all%20%22fascicule%22)%20and%20(ocr.quality%20all%20%22Texte%20disponible%22)%20and%20(gallicapublication_date%3E=%221812/07/01%22%20and%20gallicapublication_date%3C=%221812/07/31%22),0,Mois,Presse,Français,Gallica,Document
